base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_ENTIDADES,1363955,Agência Nacional de Aviação Civil,86144,INDIRETA,SFI/ANAC,,CONCLUÍDA,Reunião,,5.49,3.528,20.31,2024-07-15 08:30:15.440,2024-07-15 08:30:23.187,2024-07-15 08:31:22.830,2024-07-15 08:32:27.337,2024-07-15 08:43:11.067,,AGENCIA NACIONAL DE AVIACAO CIVIL,ASA SUL,BRASILIA,DF,"Ministerio da Defesa - Anexo, Asa Norte, Brasilia, DF","Ministerio da Defesa - Anexo, Asa Norte, Brasilia, DF",-15.79456,-47.89348,-15.79442,-47.87028,-15.79433,-47.87059,,,,LOGAN,2019.0,2020.0,BRANCA,QWT-**02,,,Não,15,BRASILIA
TAXIGOV_DF_3,1363944,Presidência da República,26,DIRETA,COENGE/DIENP/SA/CC/PR,,CONCLUÍDA,Reunião,,5.89,5.902,22.85,2024-07-15 08:22:03.537,2024-07-15 08:22:11.270,2024-07-15 08:22:23.163,2024-07-15 08:30:32.207,2024-07-15 08:42:00.497,,"SQS 104 BLOCO K,",ASA SUL,BRASILIA,DF,"SGO COENGE, - SGO","EM, ASA NORTE, BRASILIA - DF, BRASIL",-15.809,-47.89508,-15.79637,-47.85878,-15.79804,-47.85943,,,,,2023.0,2023.0,,SGW-**96,,,Não,15,BRASILIA
TAXIGOV_DF_3,1363919,Presidência da República,26,DIRETA,COENGE/DIENP/SA/CC/PR,,CONCLUÍDA,Reunião,,7.49,5.89,29.06,2024-07-15 07:53:37.827,2024-07-15 07:56:25.043,2024-07-15 08:04:56.883,2024-07-15 08:05:59.233,2024-07-15 08:20:10.250,,PRACA DOS TRES PODERES,ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"SQS 104 Bl. K, Asa Sul, Brasilia, DF","SQS 104 Bl. K, Asa Sul, Brasilia, DF",-15.79655,-47.85887,-15.80935,-47.89385,-15.80932,-47.89377,,,,,2023.0,2023.0,,SGW-**96,,,Não,15,BRASILIA
TAXIGOV_DF_ENTIDADES,1363858,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,22.04,22.682,81.55,2024-07-14 20:37:57.937,2024-07-15 06:30:16.833,2024-07-15 06:36:16.200,2024-07-15 06:43:27.000,2024-07-15 07:08:19.170,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"Hospital Regional de Sobradinho, Q 12, Brasilia, Distrito Federal","Hospital Regional de Sobradinho, Q 12, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.64827,-47.79261,-15.64891,-47.79274,,,,KICKS,2023.0,2023.0,PRETA,SGT-**78,,,Sim,14,BRASILIA
TAXIGOV_DF_3,1363828,Presidência da República,26,DIRETA,COREP/SA/SE/CC/PR,,CONCLUÍDA,Reunião,,33.91,25.991,131.57,2024-07-14 13:57:19.957,2024-07-14 13:58:33.710,2024-07-14 14:09:03.360,2024-07-14 14:09:10.020,2024-07-14 14:42:11.087,,PALACIO DO PLANALTO,,BRASILIA,DF,"Ar 18 Conjunto 2 3, Brasilia, Distrito Federal","Ar 18 Conjunto 2 3, Brasilia, Distrito Federal",-15.79905,-47.86077,-15.65099,-47.82278,-15.65103,-47.82306,,,,,2018.0,2018.0,,PBJ-**32,,,Sim,14,BRASILIA
TAXIGOV_DF_3,1363826,Presidência da República,26,DIRETA,COREP/SA/SE/CC/PR,,CONCLUÍDA,Reunião,,17.55,17.628,68.09,2024-07-14 13:28:46.383,2024-07-14 13:31:32.187,2024-07-14 13:44:07.053,2024-07-14 13:46:08.693,2024-07-14 14:06:59.317,,PALACIO DO PLANALTO,,BRASILIA,DF,"Residencial Del Rey, QI 23, Lt. 10, Guara, Brasilia, DF","Residencial Del Rey, QI 23, Lt. 10, Guara, Brasilia, DF",-15.79905,-47.86077,-15.829,-47.98139,-15.82924,-47.9815,,,,,,,,PBP-**75,,,Sim,14,BRASILIA
TAXIGOV_DF_3,1363805,Presidência da República,26,DIRETA,CERIMONIAL/SRI/PR,,CONCLUÍDA,Reunião,,14.7,,57.03,2024-07-13 21:57:28.637,2024-07-13 22:01:31.710,2024-07-13 22:08:11.003,2024-07-13 22:08:20.750,2024-07-13 22:37:50.883,,AEROPORTO INTERNACIONAL DE BRASILIA,,BRASILIA,DF,"SQN 402 Bloco E, SQN 402 Bl. E, ASA NORTE, BRASILIA, DF","SQN 402 Bloco E, SQN 402 Bl. E, ASA NORTE, BRASILIA, DF",-15.86974,-47.91723,-15.78308,-47.87457,,,5.0,,,,2022.0,2023.0,,SGN-**24,,,Sim,13,BRASILIA
TAXIGOV_DF_ENTIDADES,1363749,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,34.51,34.838,127.69,2024-07-13 12:28:57.473,2024-07-13 12:29:05.963,2024-07-13 12:29:29.970,2024-07-13 12:33:07.767,2024-07-13 13:08:07.380,,"RUA 19,",NUCLEO RURAL LAGO OESTE SOBRADINHO,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.5695,-48.00789,-15.77171,-47.87302,-15.77176,-47.87299,,,,ETIOS,2019.0,2020.0,PRATA,REF-**82,,,Sim,13,BRASILIA
TAXIGOV_DF_ENTIDADES,1363733,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,34.82,32.4,128.83,2024-07-13 09:41:26.883,2024-07-13 09:41:36.403,2024-07-13 09:41:43.900,2024-07-13 09:41:51.030,2024-07-13 10:22:19.667,,UBS 07 SAMAMBAIA,SAMAMBAIA SUL SAMAMBAIA,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.87801,-48.08265,-15.77171,-47.87302,-15.77175,-47.87297,,,,LOGAN,2022.0,2023.0,PRATA,SGO-**30,,,Sim,13,BRASILIA
TAXIGOV_DF_3,1363716,Presidência da República,26,DIRETA,SECOI/SECOM/PR,,CONCLUÍDA,Reunião,,15.03,15.32,58.32,2024-07-13 08:11:59.587,2024-07-13 08:13:03.070,2024-07-13 08:15:13.790,2024-07-13 08:15:42.967,2024-07-13 08:32:05.103,,"RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK, S/N",AEROPORTO,BRASILIA,DF,"Palacio do Planalto, Brasilia, DF","Palacio do Planalto, Brasilia, DF",-15.86997,-47.92097,-15.79905,-47.86077,-15.79919,-47.86182,,,,,2023.0,2024.0,,SGW-**91,,,Sim,13,BRASILIA
TAXIGOV_DF_3,1363715,Presidência da República,26,DIRETA,DECADI/SECOI/SECOM/PR,,CONCLUÍDA,Reunião,,19.1,19.71,74.11,2024-07-13 08:10:18.173,2024-07-13 08:13:53.337,2024-07-13 08:22:22.907,2024-07-13 08:23:40.027,2024-07-13 08:47:35.827,,AEROPORTO INTERNACIONAL DE BRASILIA,,BRASILIA,DF,"Park Ville, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal","SGAN 913, ASA NORTE, BRASILIA - DF, 70790-130, BRASIL",-15.87069,-47.91935,-15.75372,-47.89886,-15.75474,-47.90246,,,,,2022.0,2023.0,,REU-**92,,,Sim,13,BRASILIA
TAXIGOV_DF_ENTIDADES,1363703,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,17.74,17.919,65.64,2024-07-13 07:37:16.717,2024-07-13 08:20:11.367,2024-07-13 08:27:12.803,2024-07-13 08:42:44.863,2024-07-13 09:04:24.540,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"UBS 1 de Estrutural, Brasilia, DF","UBS 1 de Estrutural, Brasilia, DF",-15.77171,-47.87302,-15.78364,-47.99723,-15.78377,-47.99731,,,,SPIN ACT,2022.0,2023.0,PRATA,SGR-**00,,,Sim,13,BRASILIA
TAXIGOV_DF_ENTIDADES,1363695,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,39.23,34.793,145.15,2024-07-13 00:19:22.560,2024-07-13 07:50:17.487,2024-07-13 07:59:51.603,2024-07-13 08:01:11.560,2024-07-13 08:45:16.217,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"Rua 19, Brasilia, Distrito Federal","Rua 19, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.5695,-48.00789,-15.56981,-48.00818,,,,ETIOS,2019.0,2020.0,PRATA,REF-**82,,,Sim,13,BRASILIA
TAXIGOV_DF_3,1363691,Presidência da República,26,DIRETA,ASCOM/SRI/PR,,CONCLUÍDA,Reunião,,28.59,26.336,110.93,2024-07-12 23:26:42.150,2024-07-12 23:26:55.420,2024-07-12 23:32:27.617,2024-07-12 23:32:42.407,2024-07-13 00:10:33.180,,AEROPORTO INTERNACIONAL DE BRASILIA - PRESIDENTE JUSCELINO KUBITSCHEK,,BRASILIA,DF,"Condominio Mini Granja do Torto, Brasilia, Distrito Federal","RUA INTERNA, 44, BRASILIA - DF, BRASIL",-15.87069,-47.91935,-15.69544,-47.90651,-15.69634,-47.90755,,,,,2023.0,2023.0,,SGU-**95,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363689,Presidência da República,26,DIRETA,ASCOM/SRI/PR,,CONCLUÍDA,Reunião,,11.47,11.685,44.5,2024-07-12 23:24:26.743,2024-07-12 23:24:37.977,2024-07-12 23:28:56.740,2024-07-12 23:30:02.573,2024-07-12 23:40:58.350,,ESTRADA PARQUE AEROPORTO,SETOR DE HABITACOES INDIVIDUAIS SUL,LAGO SUL,DF,"BL F, Asa Sul, Brasilia, DF","BL F, Asa Sul, Brasilia, DF",-15.86931,-47.92054,-15.80618,-47.89613,-15.80615,-47.89587,,,,,2017.0,2018.0,,PBB-**38,,,Sim,12,LAGO SUL
TAXIGOV_DF_3,1363670,Ministério da Saúde,304,DIRETA,DEDT,,CONCLUÍDA,Reunião,,6.33,5.592,24.56,2024-07-12 20:43:57.620,2024-07-12 20:45:08.550,2024-07-12 20:50:50.613,2024-07-12 20:52:44.133,2024-07-12 20:59:58.270,,"FACULDADE DE CIENCIAS DA SAUDE, UNIVERSIDADE DE BRASILIA",ASA NORTE,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.76867,-47.86622,-15.78407,-47.89045,-15.78411,-47.89047,,,,,,,,SSH-**20,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363665,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Outros,,30.19,31.18,117.14,2024-07-12 20:27:26.120,2024-07-12 20:27:45.020,2024-07-12 20:33:06.570,2024-07-12 20:34:20.950,2024-07-12 21:09:42.650,,AEROPORTO INTERNACIONAL DE BRASILIA - PRESIDENTE JUSCELINO KUBITSCHEK,,BRASILIA,DF,"Conjunto D, Brasilia, DF","QNM 36 CONJUNTO D, SETOR M NORTE, TAGUATINGA - DF, 77320-000, BRASIL",-15.87069,-47.91935,-15.80518,-48.09886,-15.80574,-48.09779,,,,,2022.0,2023.0,,SGN-**06,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363664,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,32.44,31.676,120.03,2024-07-12 20:08:00.790,2024-07-13 08:10:12.320,2024-07-13 08:16:35.077,2024-07-13 08:17:19.217,2024-07-13 09:02:20.290,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"UBS 07 Samambaia, Brasilia, Distrito Federal","UBS 07 Samambaia, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.87801,-48.08265,-15.87793,-48.08249,,,,LOGAN,2022.0,2023.0,PRATA,SGO-**30,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363656,Ministério da Educação,244,DIRETA,SE/MEC,,CONCLUÍDA,Reunião,,5.43,4.241,21.07,2024-07-12 19:37:42.303,2024-07-12 19:37:50.670,2024-07-12 19:38:03.040,2024-07-12 19:39:11.737,2024-07-12 19:53:23.740,,"607 SUL CONSELHO NACIONAL DE EDUCAÇÃO MEC,",ASA SUL,BRASILIA,DF,"ANEXO MINISTERIO EDUCACAO, garagem - PA 2","SGO, ASA NORTE, BRASILIA - DF, BRASIL",-15.82173,-47.89485,-15.78455,-47.87153,-15.79347,-47.87291,,,,,2022.0,2022.0,,REU-**98,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363598,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,9.83,9.822,38.14,2024-07-12 18:00:24.727,2024-07-12 18:01:46.123,2024-07-12 18:04:56.387,2024-07-12 18:07:12.670,2024-07-12 18:19:59.107,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.83033,-47.93057,-15.80024,-47.86838,-15.8003,-47.86827,,,,,2024.0,2024.0,,SSH-**27,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363584,Ministério da Saúde,304,DIRETA,DAPSI,,CONCLUÍDA,Reunião,,9.49,8.035,36.82,2024-07-12 17:42:56.150,2024-07-12 17:43:28.947,2024-07-12 17:54:57.933,2024-07-12 17:55:35.787,2024-07-12 18:11:03.843,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.83033,-47.93057,-15.78407,-47.89045,-15.78436,-47.89045,,,,,2021.0,21.0,,REO-**09,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363581,Ministério da Saúde,304,DIRETA,DEDT,,CONCLUÍDA,Reunião,,11.06,8.027,42.91,2024-07-12 17:40:38.757,2024-07-12 17:40:49.520,2024-07-12 17:44:21.547,2024-07-12 17:44:44.387,2024-07-12 17:59:23.310,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"PO 700, SRTVN, Asa Norte, Brasilia, DF","PO 700, SRTVN, Asa Norte, Brasilia, DF",-15.83033,-47.93057,-15.78456,-47.88949,-15.78428,-47.89048,,,,,2023.0,2024.0,,SGW-**30,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363540,Agência Nacional de Transportes Aquaviários,54843,INDIRETA,ASCOM/ANTAQ,,CONCLUÍDA,Reunião,,18.95,18.93,70.11,2024-07-12 16:52:24.833,2024-07-12 16:53:06.080,2024-07-12 17:03:11.390,2024-07-12 17:05:14.547,2024-07-12 17:28:50.107,,"INSTITUTO BRASILEIRO DE INFRAESTRUTURA (IBI), SHIS QL 26 CONJUNTO 7",SETOR DE HABITACOES INDIVIDUAIS SUL,BRASILIA,DF,"Agencia Nacional de Transportes Aquaviarios, Asa Norte, Brasilia, Distrito Federal","Agencia Nacional de Transportes Aquaviarios, Asa Norte, Brasilia, Distrito Federal",-15.82478,-47.81939,-15.74526,-47.89653,-15.74485,-47.89645,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**27,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363483,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,28.81,27.181,106.6,2024-07-12 16:15:45.923,2024-07-12 16:16:36.813,2024-07-12 16:34:35.837,2024-07-12 16:35:25.253,2024-07-12 17:09:54.850,,"HOSPITAL REGIONAL DE TAGUATINGA, SETOR C NORTE QNC",,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.82253,-48.0691,-15.77171,-47.87302,-15.77174,-47.87295,,,,KICKS,2023.0,2023.0,PRETA,SGS-**78,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363453,Presidência da República,26,DIRETA,SEAUD/SECOM/PR,,CONCLUÍDA,Reunião,,6.55,4.242,25.41,2024-07-12 15:57:26.637,2024-07-12 15:57:34.717,2024-07-12 16:01:19.780,2024-07-12 16:07:37.040,2024-07-12 16:13:55.743,,PALACIO DO PLANALTO,,BRASILIA,DF,"Tribunal de Contas da Uniao, SAFS 4, 01, Asa Sul, Brasilia, Distrito Federal","N UM LESTE, ASA SUL, BRASILIA - DF, BRASIL",-15.79905,-47.86077,-15.80385,-47.8632,-15.80621,-47.84302,,,,,2018.0,2019.0,,QOI-**68,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363451,Agência Nacional de Transportes Terrestres,54793,INDIRETA,GEAUT/ANTT,,CONCLUÍDA,Reunião,,6.15,5.369,22.63,2024-07-12 15:55:16.880,2024-07-12 16:20:12.367,2024-07-12 16:28:32.660,2024-07-12 16:28:56.333,2024-07-12 16:37:29.493,,0,ASA NORTE,BRASÍLIA,DF,9 - ASA SUL - BRASÍLIA / DF,9 - ASA SUL - BRASÍLIA / DF,-15.79703,-47.86716,-15.81048,-47.84526,-15.8096,-47.84506,5.0,,,VIRTUS,2023.0,2023.0,PRATA,SGU-**95,,,Não,12,BRASÍLIA
TAXIGOV_DF_3,1363443,Ministério da Justiça e Segurança Pública,235881,DIRETA,DIREX/PRF,704.0,CONCLUÍDA,Reunião,,13.76,14.803,53.39,2024-07-12 15:51:14.140,2024-07-12 15:51:35.767,2024-07-12 15:54:20.720,2024-07-12 15:55:14.593,2024-07-12 16:16:09.053,,AUDITORIO NEREU RAMOS,,BRASILIA,DF,"Policia Rodoviaria Federal - Sede, Brasilia, Distrito Federal","Policia Rodoviaria Federal - Sede, Brasilia, Distrito Federal",-15.80151,-47.86482,-15.81446,-47.94706,-15.81506,-47.94658,,,,,2021.0,2022.0,,REQ-**45,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363441,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,5.95,6.163,23.09,2024-07-12 15:50:39.577,2024-07-12 15:50:51.117,2024-07-12 15:51:01.283,2024-07-12 16:20:56.000,2024-07-12 16:34:22.623,,"SQN 307 BLOCO H,",ASA NORTE,BRASILIA,DF,"PALACIO DO ITAMARATY, - PA 1","PALACIO DO ITAMARATY, - PA 1",-15.76672,-47.88803,-15.80054,-47.8672,-15.80093,-47.86809,,,,,,,,REL-**24,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363435,Fundação Universidade de Brasília,470,INDIRETA,SECON,16205.0,CONCLUÍDA,Reunião,,5.16,5.585,19.81,2024-07-12 15:47:18.983,2024-07-12 15:47:49.033,2024-07-12 15:51:49.420,2024-07-12 15:54:15.613,2024-07-12 16:03:16.430,,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"HUB Hospital Universitario de Brasilia - Pediatria, Asa Norte, Brasilia, DF","EQN 405/404, ASA NORTE, BRASILIA - DF, BRASIL",-15.7951,-47.89345,-15.77182,-47.87393,-15.77331,-47.87544,,,,KICKS SENSE,2021.0,2022.0,PRATA,RER-**63,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363431,Ministério das Comunicações,264359,DIRETA,ASPAD/MCOM,,CONCLUÍDA,Reunião,,8.16,8.196,31.66,2024-07-12 15:45:53.650,2024-07-12 15:46:06.260,2024-07-12 15:52:59.400,2024-07-12 15:53:49.433,2024-07-12 16:08:11.560,,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.7951,-47.89345,-15.80607,-47.84357,-15.8062,-47.84309,,,,,2022.0,2023.0,,SGQ-**24,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363408,Ministério do Meio Ambiente,1927,DIRETA,CGTI/SPOA/MMA,,CONCLUÍDA,Reunião,,12.68,11.349,49.2,2024-07-12 15:36:59.740,2024-07-12 15:37:10.050,2024-07-12 15:44:30.740,2024-07-12 15:46:26.007,2024-07-12 16:04:53.497,,FEIRA DOS IMPORTADOS,ZONA INDUSTRIAL GUARA,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF","Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF",-15.79672,-47.95084,-15.79859,-47.87243,-15.79904,-47.87235,,,,,2023.0,2024.0,,SSF-**75,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363403,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,SEORG / SE / MDA,,CONCLUÍDA,Reunião,,7.77,6.906,30.15,2024-07-12 15:34:16.860,2024-07-12 15:40:12.760,2024-07-12 15:44:49.910,2024-07-12 15:46:40.700,2024-07-12 15:58:24.683,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.79089,-47.87956,-15.80607,-47.84357,-15.80612,-47.84312,,,,,2024.0,2024.0,,SSH-**27,,,Não,12,BRASILIA
TAXIGOV_DF_3,1363400,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,6.3,6.238,24.44,2024-07-12 15:31:28.907,2024-07-12 15:31:39.013,2024-07-12 15:34:01.000,2024-07-12 15:35:23.733,2024-07-12 15:50:10.777,,BANCO DO BRASIL - ITAMARATY - AGENCIA 1503,,BRASILIA,DF,"BL H, Asa Norte, Brasilia, Distrito Federal","BL H, Asa Norte, Brasilia, Distrito Federal",-15.80101,-47.86792,-15.76676,-47.88798,-15.76656,-47.88771,,,,,,,,REL-**24,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363373,Fundação Universidade de Brasília,470,INDIRETA,SECON,16205.0,CONCLUÍDA,Reunião,,5.62,5.247,21.58,2024-07-12 15:12:10.827,2024-07-12 15:12:22.210,2024-07-12 15:18:09.080,2024-07-12 15:18:30.817,2024-07-12 15:35:58.577,,"HUB HOSPITAL UNIVERSITARIO DE BRASILIA - PEDIATRIA, S/N",ASA NORTE,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF",-15.77182,-47.87393,-15.7951,-47.89345,-15.79513,-47.89377,,,,ONIX,2022.0,2023.0,BRANCA,SGO-**28,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363352,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,36.14,29.674,133.72,2024-07-12 14:59:56.747,2024-07-12 15:00:06.797,2024-07-12 15:03:30.040,2024-07-12 15:04:52.783,2024-07-12 15:46:17.290,,HOSPITAL REGIONAL DE CEILANDIA,CEILANDIA SUL CEILANDIA,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","VIA L. DOIS NORTE, QD N605 BL H, ASA NORTE, BRASILIA - DF, BRASIL",-15.81533,-48.09638,-15.77171,-47.87302,-15.76929,-47.87517,,,,COBALT,2018.0,2019.0,BRANCO,PBS-**80,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363348,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,GABIN/FNDE,,CONCLUÍDA,Reunião,,8.84,8.442,32.71,2024-07-12 14:57:58.587,2024-07-12 14:59:33.480,2024-07-12 15:09:54.567,2024-07-12 15:13:04.377,2024-07-12 15:26:21.960,,ROYAL TULIP BRASILIA ALVORADA,ASA NORTE,BRASILIA,DF,"Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal","Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal",-15.78685,-47.829,-15.80089,-47.88341,-15.80137,-47.88356,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**27,,,Não,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363334,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,22.82,21.934,84.43,2024-07-12 14:52:32.020,2024-07-12 14:52:44.800,2024-07-12 14:52:51.310,2024-07-12 14:55:12.447,2024-07-12 15:21:01.800,,"UBS 1 DO PARANOA, Q 21 CONJUNTO M, 15",ASA SUL,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.76921,-47.77993,-15.77171,-47.87302,-15.77176,-47.87302,,,,VIRTUS ,2023.0,2023.0,PRATA,SGU-**46,,,Sim,12,BRASILIA
TAXIGOV_DF_3,1363327,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,10.55,10.405,40.93,2024-07-12 14:48:04.740,2024-07-12 14:48:11.010,2024-07-12 14:48:20.367,2024-07-12 14:48:31.457,2024-07-12 15:04:58.280,,"STJ GOLF 3,",SAFS,BRASILIA,DF,"ICMBIO, - SUDOESTE","ICMBIO, - SUDOESTE",-15.80673,-47.86683,-15.80302,-47.92627,-15.80326,-47.92638,,,,,2021.0,2022.0,,REQ-**58,,,Sim,12,BRASILIA
TAXIGOV_DF_ENTIDADES,1363323,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,17.04,13.151,63.73,2024-07-12 14:45:45.513,2024-07-12 14:45:53.203,2024-07-12 14:46:10.963,2024-07-12 15:03:56.063,2024-07-12 16:05:22.150,,"SIA, DAMASCO MATERIAL ELÉTRICO",SIA,BRASILIA,DF,"BANCO CENTRAL, - PA 3","CLS 201, QD 3 BL A, ASA SUL, BRASILIA - DF, 70232-550, BRASIL",-15.7897,-47.96733,-15.80147,-47.88527,-15.80345,-47.88511,,,,CRONOS,2022.0,2022.0,PRATA,REU-**98,,,Sim,12,BRASILIA
