base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_3,1361258,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Serviço externo / técnico,,25.55,24.47,99.13,2024-07-11 09:52:30.367,2024-07-11 09:52:50.433,2024-07-11 09:56:20.400,2024-07-11 10:00:40.907,2024-07-11 10:28:15.267,,"RESTAURANTE, PRESIDENCIA DA REPUBLICA",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Qn, 07, Brasilia, Distrito Federal","AVENIDA TRES, QDN7 CJ5 LT 15, RIACHO FUNDO I, RIACHO FUNDO - DF, 71805-705, BRASIL",-15.79885,-47.85897,-15.88313,-48.01898,-15.88159,-48.02327,,,,,2022.0,2023.0,,SGN-**40,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361247,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,GABIN/ICMBIO,,CONCLUÍDA,Reunião,,8.39,8.117,29.78,2024-07-11 09:48:32.943,2024-07-11 09:48:55.540,2024-07-11 09:51:13.013,2024-07-11 09:52:45.433,2024-07-11 10:10:27.420,,EQSW 103/104,CRUZEIRO,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF",-15.80427,-47.92573,-15.80123,-47.86757,-15.8004,-47.86826,,,,SPIN,2023.0,2024.0,BRANCA,SGX-**80,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361241,Ministério da Justiça e Segurança Pública,235881,DIRETA,COREG/AN,334.0,CONCLUÍDA,Reunião,,6.01,6.043,23.32,2024-07-11 09:47:29.307,2024-07-11 09:49:36.157,2024-07-11 09:50:53.287,2024-07-11 09:51:35.647,2024-07-11 10:01:04.333,,EIXO MONUMENTAL,PA 2,BRASILIA,DF,"Arquivo Nacional, Brasilia, DF","Arquivo Nacional, Brasilia, DF",-15.7964,-47.86991,-15.79156,-47.91331,-15.79137,-47.91308,,,,,2018.0,2018.0,,PBE-**25,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361240,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,13.22,10.722,51.29,2024-07-11 09:47:06.503,2024-07-11 09:47:16.730,2024-07-11 09:49:49.970,2024-07-11 09:50:07.997,2024-07-11 10:05:08.340,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal",-15.80024,-47.86838,-15.83033,-47.93057,-15.83027,-47.93132,,,,,,,,REU-**33,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361232,Ministério da Educação,244,DIRETA,SAA/SEXEC/MEC,,CONCLUÍDA,Reunião,,38.49,37.464,149.34,2024-07-11 09:42:45.410,2024-07-11 09:42:55.380,2024-07-11 09:44:39.837,2024-07-11 09:46:10.370,2024-07-11 10:32:38.473,,MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Centro Logistico PHS Gama - DF, Brasilia, Distrito Federal","Centro Logistico PHS Gama - DF, Brasilia, Distrito Federal",-15.79501,-47.87305,-15.98372,-48.07292,-15.98357,-48.07292,,,,,2022.0,2023.0,,SGO-**30,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361217,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,15.07,13.784,56.36,2024-07-11 09:40:04.847,2024-07-11 09:41:02.160,2024-07-11 09:49:19.403,2024-07-11 09:50:11.997,2024-07-11 10:12:34.807,,BANCO CENTRAL DO BRASIL - BCB,ASA SUL,BRASÍLIA,DF,RETEC REPRESENTAÇÕES E COMÉRCIO DE MÁQUINAS - BRASÍLIA / DF,RETEC REPRESENTAÇÕES E COMÉRCIO DE MÁQUINAS - BRASÍLIA / DF,-15.80332,-47.8851,-15.7987,-47.97035,-15.79893,-47.97044,,,,GRAND SIENA,2018.0,2019.0,BRANCO,PBM-**24,,,Sim,11,BRASÍLIA
TAXIGOV_DF_ENTIDADES,1361199,Fundação Universidade de Brasília,470,INDIRETA,USG,16205.0,CONCLUÍDA,Transporte de documentos / materiais,,5.42,5.534,20.81,2024-07-11 09:33:46.727,2024-07-11 09:33:58.230,2024-07-11 09:37:53.223,2024-07-11 09:38:37.483,2024-07-11 09:48:24.867,,HOSPITAL UNIVERSITÁRIO DE BRASÍLIA,ASA NORTE,BRASÍLIA,DF,HOSPITAL DE BASE DO DISTRITO FEDERAL - ASA SUL - BRASÍLIA / DF,"SMHS BLOCO D, BLOCO D, ASA SUL, BRASILIA - DF, 70322-000, BRASIL",-15.77091,-47.87361,-15.80024,-47.88879,-15.80061,-47.88997,,,,SPIN,2021.0,22.0,BRANCA,REN-**88,,,Não,11,BRASÍLIA
TAXIGOV_DF_ENTIDADES,1361194,Agência Nacional de Transportes Aquaviários,54843,INDIRETA,ARI,,CONCLUÍDA,Transporte de documentos / materiais,,18.59,0.009,68.78,2024-07-11 09:31:59.650,2024-07-11 09:32:09.220,2024-07-11 09:36:33.857,2024-07-11 10:29:01.157,2024-07-11 10:29:15.980,,SEPN 514 BL. D,BRASILIA,BRASILIA,DF,- ASA NORTE - BRASILIA,- ASA NORTE - BRASILIA,-15.7452,-47.89655,-15.74526,-47.89653,-15.74504,-47.89629,,,,VERSA,2021.0,2022.0,BRANCA,RET-**02,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361190,Instituto Brasileiro de Museus,100584,INDIRETA,DDFEM/IBRAM,,CONCLUÍDA,Reunião,,7.1,4.01,26.27,2024-07-11 09:31:13.150,2024-07-11 09:33:11.710,2024-07-11 09:36:31.600,2024-07-11 09:36:41.837,2024-07-11 09:54:11.190,,EDIFICIO CNC III,ASA NORTE,BRASILIA,DF,- ASA SUL - BRASILIA,"SEPS 702/902, ASA SUL, BRASILIA - DF, 70390-025, BRASIL",-15.78875,-47.87842,-15.82776,-47.9249,-15.79936,-47.89706,,,,VIRTUS,2023.0,2024.0,PRATA,SGV-**43,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361178,Instituto Nacional de Colonização e Reforma Agrária,1799,INDIRETA,DAH-2.1/INCRA,,CONCLUÍDA,Transporte de documentos / materiais,,5.12,5.558,18.94,2024-07-11 09:25:47.140,2024-07-11 09:25:59.123,2024-07-11 09:27:53.997,2024-07-11 09:30:10.867,2024-07-11 09:38:39.330,,SBN QD. 1 BL. D,ASA NORTE,BRASILIA,DF,"SGO Q 5, Brasilia, DF","SGO Q 5, Brasilia, DF",-15.79096,-47.8794,-15.77632,-47.91151,-15.77718,-47.91166,,,,VIRTUS,2024.0,204.0,PRATA,SSI-**94,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361167,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,1812,INDIRETA,COBIO/IBAMA,,CONCLUÍDA,Reunião,,19.04,17.735,70.45,2024-07-11 09:22:07.030,2024-07-11 09:22:24.280,2024-07-11 09:34:44.610,2024-07-11 09:36:11.753,2024-07-11 09:56:11.287,,AEROPORTO INTERNACIONAL DE BRASILIA,,BRASILIA,DF,"Ibama, Brasilia, Distrito Federal","IBAMA, ASA NORTE, BRASILIA - DF, BRASIL",-15.86997,-47.92097,-15.76624,-47.86238,-15.76753,-47.86151,,,,SIENA,2018.0,2018.0,PRATA,PBE-**98,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361165,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,249,INDIRETA,GAB/INEP,,CONCLUÍDA,Reunião,,5.21,5.103,19.22,2024-07-11 09:21:30.033,2024-07-11 09:21:35.690,2024-07-11 09:24:31.270,2024-07-11 09:24:54.847,2024-07-11 09:37:38.660,,FUNDACAO ESCOLA SUPERIOR DO MINISTERIO PUBLICO DO DISTRITO FEDERAL E DOS TERRITORIOS,ASA SUL,BRASILIA,DF,"Instituto Nacional de Estudos e Pesquisas Educacionais, Brasilia, DF","Instituto Nacional de Estudos e Pesquisas Educacionais, Brasilia, DF",-15.80039,-47.89346,-15.788,-47.91424,-15.78729,-47.91425,,,,SPIN ACT,2022.0,2023.0,PRATA,SGR-**00,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361164,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Serviço externo / técnico,,48.4,45.526,178.11,2024-07-11 09:21:19.060,2024-07-11 09:21:31.783,2024-07-11 09:22:31.593,2024-07-11 09:59:21.553,2024-07-11 10:50:29.827,,"ITAPOÃ, UPA",ITAPOA I,BRASILIA,DF,"SAMAMBAIA, - PA 38","SAMAMBAIA, - PA 38",-15.7544,-47.76949,-15.90855,-48.15613,-15.85482,-48.07359,5.0,,,VIRTUS,2018.0,2018.0,PRETA,PBG-**53,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361125,Ministério da Justiça e Segurança Pública,235881,DIRETA,COREG/AN,334.0,CONCLUÍDA,Reunião,,6.21,6.144,24.09,2024-07-11 09:00:42.653,2024-07-11 09:06:30.643,2024-07-11 09:09:20.603,2024-07-11 09:12:28.883,2024-07-11 09:20:41.187,,"ESPLANADA DOS MINISTERIOS, BL. K",EIXO MONUMENTAL,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.79527,-47.87432,-15.80607,-47.84357,-15.80566,-47.84288,,,,,2021.0,2022.0,,REQ-**58,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361117,Ministério da Saúde,304,DIRETA,CGDI/SAA/SE/MS,,CONCLUÍDA,Reunião,,14.7,12.516,57.04,2024-07-11 08:55:33.590,2024-07-11 08:55:41.120,2024-07-11 08:59:39.423,2024-07-11 09:00:41.827,2024-07-11 09:19:37.077,,"EM, 7",ASA SUL,BRASILIA,DF,"Editora - Ministerio da Saude, Brasilia, DF","Editora - Ministerio da Saude, Brasilia, DF",-15.80212,-47.86937,-15.80182,-47.95618,-15.80214,-47.95595,,,,,2021.0,2022.0,,REQ-**45,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361105,Ministério da Saúde,304,DIRETA,DAPSI,,CONCLUÍDA,Reunião,,7.85,7.993,30.46,2024-07-11 08:47:52.870,2024-07-11 08:48:00.783,2024-07-11 08:54:55.750,2024-07-11 08:54:58.193,2024-07-11 09:08:39.473,,"BRASILIA - DF, 70719-040, BRASIL",BRASILIA,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.7843,-47.89011,-15.83033,-47.93057,-15.83024,-47.9313,,,,,2024.0,2025.0,,SSK-**24,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361096,Ministério da Saúde,304,DIRETA,DEGERTS,,CONCLUÍDA,Reunião,,10.32,7.886,40.04,2024-07-11 08:43:24.700,2024-07-11 08:43:34.383,2024-07-11 08:47:08.997,2024-07-11 08:47:57.763,2024-07-11 09:03:46.087,,"PO700 - MINISTERIO DA SAUDE, SRTVN, 701",ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal",-15.78407,-47.89045,-15.83033,-47.93057,-15.83032,-47.93145,,,,,2019.0,2019.0,,PBP-**59,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361087,Ministério da Justiça e Segurança Pública,235881,DIRETA,SENASP/MJSP,,CONCLUÍDA,Reunião,,6.45,5.458,25.03,2024-07-11 08:38:51.030,2024-07-11 08:40:02.650,2024-07-11 08:46:08.457,2024-07-11 08:47:02.120,2024-07-11 08:56:35.683,,MINISTERIO DA JUSTICA - ANEXO I,PA 2,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.79663,-47.86655,-15.80607,-47.84357,-15.8061,-47.84311,,,,,2018.0,2019.0,,PBO-**89,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361081,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,6.3,,24.44,2024-07-11 08:37:00.100,2024-07-11 08:38:21.407,2024-07-11 08:41:22.523,2024-07-11 08:41:34.330,2024-07-11 09:00:20.240,,MINISTERIO DA AGRICULTURA E PECUARIA,PA 2,BRASILIA,DF,"Controladoria-Geral da Uniao, Brasilia, DF","Controladoria-Geral da Uniao, Brasilia, DF",-15.79953,-47.87093,-15.78993,-47.91179,,,5.0,,,,2022.0,2023.0,,REU-**09,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361080,Ministério da Saúde,304,DIRETA,DAPSI,,CONCLUÍDA,Reunião,,10.12,7.823,39.27,2024-07-11 08:36:46.933,2024-07-11 08:37:00.420,2024-07-11 08:41:56.023,2024-07-11 08:42:17.683,2024-07-11 08:57:40.997,,SRTVN QUADRA 03,ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.78354,-47.8903,-15.83033,-47.93057,-15.83033,-47.93147,,,,,2022.0,2023.0,,SGR-**08,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361063,Ministério da Saúde,304,DIRETA,GAB/SAES,,CONCLUÍDA,Reunião,,11.98,10.635,46.48,2024-07-11 08:32:21.843,2024-07-11 08:33:38.530,2024-07-11 08:37:05.950,2024-07-11 08:38:13.107,2024-07-11 08:51:50.943,,"ESPLANADA DOS MINISTERIOS, BLOCO G",BRASILIA,BRASILIA,DF,"Escola Nacional de Administracao Publica (ENAP), SAIS Area 2A, Brasilia, Brasilia, DF","Escola Nacional de Administracao Publica (ENAP), SAIS Area 2A, Brasilia, Brasilia, DF",-15.80031,-47.86855,-15.8304,-47.93133,-15.8303,-47.93135,,,,,2023.0,2023.0,,SGU-**46,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361046,Ministério da Saúde,304,DIRETA,CGVAM/DSASTE/SVS/MS,,CONCLUÍDA,Reunião,,9.89,7.987,38.37,2024-07-11 08:24:21.687,2024-07-11 08:24:34.277,2024-07-11 08:28:01.403,2024-07-11 08:28:03.173,2024-07-11 08:43:00.313,,"PO 700, SRTVN",ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, Distrito Federal",-15.78456,-47.88949,-15.83033,-47.93057,-15.83022,-47.93133,,,,,,,,SSL-**39,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361045,Ministério da Saúde,304,DIRETA,DEDT,,CONCLUÍDA,Reunião,,10.04,7.988,38.96,2024-07-11 08:23:51.120,2024-07-11 08:24:05.750,2024-07-11 08:33:47.100,2024-07-11 08:34:18.693,2024-07-11 08:48:00.147,,SRTVN,ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.78456,-47.88949,-15.83033,-47.93057,-15.83021,-47.93144,,,,,2022.0,2023.0,,SGN-**94,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361044,Ministério da Educação,244,DIRETA,SASE/MEC,,CONCLUÍDA,Reunião,,6.19,6.304,24.02,2024-07-11 08:22:39.150,2024-07-11 08:23:33.750,2024-07-11 08:31:23.810,2024-07-11 08:31:50.487,2024-07-11 08:41:13.507,,MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, Distrito Federal",-15.79501,-47.87305,-15.80607,-47.84357,-15.80613,-47.84301,,,,,2024.0,2025.0,,SSL-**34,,,Não,11,BRASILIA
TAXIGOV_DF_3,1361039,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,6.73,6.277,26.11,2024-07-11 08:19:38.770,2024-07-11 08:19:49.687,2024-07-11 08:21:28.147,2024-07-11 08:22:19.533,2024-07-11 08:33:49.037,,"ESPLANADA DOS MINISTERIOS, BL. D",ASA SUL,BRASILIA,DF,"Controladoria-Geral da Uniao, Brasilia, DF","Controladoria-Geral da Uniao, Brasilia, DF",-15.79961,-47.87095,-15.78993,-47.91179,-15.78943,-47.91271,,,,,2022.0,2022.0,,REU-**98,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1361033,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,250,INDIRETA,CSA/CAPES,,CONCLUÍDA,Reunião,,10.96,7.976,40.44,2024-07-11 08:16:21.860,2024-07-11 08:16:32.847,2024-07-11 08:17:33.127,2024-07-11 08:18:01.347,2024-07-11 08:32:21.420,,SBN BLOCO L,ASA NORTE,BRASILIA,DF,"Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, DF","Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, DF",-15.78807,-47.87842,-15.78685,-47.829,-15.78786,-47.82901,,,,SIENA,2019.0,20.0,PRATA,QUT-**63,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361021,Ministério da Defesa,41066,DIRETA,SEORI/MD,,CONCLUÍDA,Reunião,,22.3,22.466,86.52,2024-07-11 08:09:33.950,2024-07-11 08:10:21.670,2024-07-11 08:12:51.460,2024-07-11 08:15:34.833,2024-07-11 08:39:55.070,,"MINISTERIO DA DEFESA, ESPLANADA DOS MINISTERIOS, BL. Q",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Forte Marechal Rondon, Rodovia DF 001, KM 5, Lago Norte, Brasilia, Distrito Federal","CIGE, LAGO NORTE - DF, BRASIL",-15.79641,-47.86894,-15.70895,-47.81431,-15.71444,-47.81803,,,,,2024.0,2024.0,,SSK-**66,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1361002,Ministério da Defesa,41066,DIRETA,SEORI/MD,,CONCLUÍDA,Reunião,,12.41,12.542,48.15,2024-07-11 07:47:02.553,2024-07-11 08:26:08.373,2024-07-11 08:39:06.050,2024-07-11 08:41:15.613,2024-07-11 08:56:44.053,,EIXO MONUMENTAL,,BRASILIA,DF,"Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF","Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF",-15.79605,-47.86885,-15.86728,-47.82376,-15.86769,-47.82309,,,,,2022.0,2023.0,,SGO-**30,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1360997,Ministério da Justiça e Segurança Pública,235881,DIRETA,COREG/AN,334.0,CONCLUÍDA,Reunião,,6.69,6.629,25.96,2024-07-11 07:32:24.640,2024-07-11 08:15:48.290,2024-07-11 08:19:13.437,2024-07-11 08:28:12.800,2024-07-11 08:40:46.600,,SIG QUADRA 6,CRUZEIRO,BRASILIA,DF,"Ministerio da Fazenda, Eixo Monumental, Brasilia, DF","Ministerio da Fazenda, Eixo Monumental, Brasilia, DF",-15.7916,-47.91314,-15.7964,-47.86991,-15.7962,-47.86955,,,,,2023.0,2023.0,,SGT-**48,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1360992,Agência Espacial Brasileira,4243,INDIRETA,DPEI/AEB,,CONCLUÍDA,Reunião,,21.8,22.373,80.88,2024-07-11 07:29:39.730,2024-07-11 07:32:27.517,2024-07-11 07:42:36.450,2024-07-11 07:42:42.220,2024-07-11 08:03:09.403,,AEB AGENCIA ESPACIAL BRASILEIRA,SETOR POLICIAL SUL,BRASILIA,DF,"Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF","Escola Superior de Defesa, DF-001, km 27, Jardim Botanico, Brasilia, DF",-15.81587,-47.94311,-15.86728,-47.82376,-15.86734,-47.82308,,,,KA,2020.0,2020.0,BRANCA,QXT-**92,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1360976,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Serviço externo / técnico,,59.57,52.736,219.22,2024-07-11 07:16:56.703,2024-07-11 07:17:12.883,2024-07-11 07:17:28.673,2024-07-11 08:16:29.440,2024-07-11 09:20:39.930,,"RECANTO DAS EMAS, UPA",PA 37,BRASILIA,DF,"ITAPOÃ, UPA - ITAPOA I",V SOBRADINHO - BRASILIA - DF,-15.9208,-48.05281,-15.7544,-47.76949,-15.73617,-47.77898,,,,VIRTUS,2018.0,2018.0,PRETA,PBG-**53,,,Sim,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1360967,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Serviço externo / técnico,,8.63,8.781,31.76,2024-07-11 07:00:28.793,2024-07-11 07:00:34.420,2024-07-11 07:00:58.933,2024-07-11 07:01:12.360,2024-07-11 07:15:18.973,,"QN 414 CONJUNTO G, 3",SAMAMBAIA NORTE SAMAMBAIA,BRASILIA,DF,"UPA de Recanto das Emas, Brasilia, DF","UPA de Recanto das Emas, Brasilia, DF",-15.85478,-48.07385,-15.91179,-48.05744,-15.91122,-48.05741,,,,VIRTUS,2018.0,2018.0,PRETA,PBG-**53,,,Não,11,BRASILIA
TAXIGOV_DF_ENTIDADES,1360950,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,1812,INDIRETA,PREVFOGO/IBAMA,,CONCLUÍDA,Reunião,,23.83,18.523,88.17,2024-07-11 04:32:18.630,2024-07-11 04:33:16.477,2024-07-11 04:38:41.050,2024-07-11 04:44:34.263,2024-07-11 05:06:25.670,,SCEN TR. 2,ASA NORTE,BRASILIA,DF,"Aeroporto Internacional de Brasilia - Presidente Juscelino Kubitschek, Brasilia, DF","ESTRADA PARQUE AEROPORTO, SETOR DE HABITACOES INDIVIDUAIS SUL, LAGO SUL - DF, 71608-000, BRASIL",-15.76718,-47.86065,-15.87069,-47.91935,-15.87018,-47.92156,,,,ETIOS,2019.0,2020.0,PRATA,REF-**82,,,Sim,11,BRASILIA
TAXIGOV_DF_3,1360942,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,GM / MDA,,CONCLUÍDA,Reunião,,12.73,11.799,49.39,2024-07-10 22:37:23.827,2024-07-10 22:38:56.327,2024-07-10 22:46:11.900,2024-07-10 22:46:42.773,2024-07-10 23:06:54.873,,RUBAIYAT,ASA SUL,BRASILIA,DF,"Quadra Mista Sudoeste 5, Brasilia, DF","QMSW 5 LOTE 4 BLOCO C, SUDOESTE/OCTOGONAL, CRUZEIRO - DF, 70680-520, BRASIL",-15.83358,-47.89267,-15.79487,-47.91873,-15.7938,-47.91782,,,,,2019.0,2020.0,,PBR-**94,,,Sim,10,BRASILIA
