base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info
TAXIGOV_DF_ENTIDADES,1363377,Empresa de Tecnologia e Informações da Previdência,303,INDIRETA,APOIO/DATAPREV,,CONCLUÍDA,Transporte de documentos / materiais,,2.32,2.354,8.58,2024-07-12 15:17:40.157,2024-07-12 15:18:41.483,2024-07-12 15:22:31.330,2024-07-12 15:31:34.690,2024-07-12 15:37:52.817,,7,ASA SUL,BRASÍLIA,DF,"SCS QUADRA 06, 317 - ASA SUL - BRASÍLIA / DF","SCS QUADRA 06, 317 - ASA SUL - BRASÍLIA / DF",-15.80041,-47.87811,-15.79605,-47.89053,-15.795960000000001,-47.89059,,,,COBALT,2018,2018,PRATA,PBF-**55,,
TAXIGOV_DF_ENTIDADES,1363373,Fundação Universidade de Brasília,470,INDIRETA,SECON,16205,CONCLUÍDA,Reunião,,5.62,5.247,21.58,2024-07-12 15:12:10.827,2024-07-12 15:12:22.210,2024-07-12 15:18:09.080,2024-07-12 15:18:30.817,2024-07-12 15:35:58.577,,"HUB HOSPITAL UNIVERSITARIO DE BRASILIA - PEDIATRIA, S/N",ASA NORTE,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF",-15.77182,-47.87393,-15.7951,-47.89345,-15.79513,-47.89377,,,,ONIX,2022,2023,BRANCA,SGO-**28,,
TAXIGOV_DF_ENTIDADES,1363371,Empresa de Tecnologia e Informações da Previdência,303,INDIRETA,APOIO/DATAPREV,,CONCLUÍDA,Transporte de documentos / materiais,,4.16,4.566,15.39,2024-07-12 15:09:48.703,2024-07-12 15:12:18.247,2024-07-12 15:21:12.507,2024-07-12 15:21:40.333,2024-07-12 15:31:01.230,,7,ASA SUL,BRASÍLIA,DF,2451 - ASA NORTE - BRASÍLIA / DF,2451 - ASA NORTE - BRASÍLIA / DF,-15.80041,-47.87811,-15.77618,-47.88799,-15.77627,-47.88784,,,,KA,2018,2018,BRANCA,QOB-**36,,
TAXIGOV_DF_3,1363369,Ministério da Justiça e Segurança Pública,235881,DIRETA,SE/MJSP,,CONCLUÍDA,Reunião,,0.45,1.377,7.76,2024-07-12 15:09:17.467,2024-07-12 15:09:24.313,2024-07-12 15:11:20.630,2024-07-12 15:32:10.700,2024-07-12 15:36:00.410,,"STF,",PA 1,BRASILIA,DF,"ANEXO MINISTERIO DA JUSTICA, - PA 1","ANEXO MINISTERIO DA JUSTICA, - PA 1",-15.80192,-47.86182,-15.79642,-47.86603,-15.79685,-47.86585,,,,,2022,23,,SGQ-**57,,
TAXIGOV_DF_3,1363367,Ministério da Saúde,304,DIRETA,DPNI,,CONCLUÍDA,Reunião,,4.81,4.797,18.66,2024-07-12 15:08:29.217,2024-07-12 15:08:43.240,2024-07-12 15:12:22.750,2024-07-12 15:13:14.103,2024-07-12 15:23:41.880,,"PO 700, VIA W 5 NORTE",ASA NORTE,BRASILIA,DF,"Estacionamento do Anexo II Camara dos Deputados, Via S2, Brasilia, Distrito Federal","Estacionamento do Anexo II Camara dos Deputados, Via S2, Brasilia, Distrito Federal",-15.78364,-47.89034,-15.80242,-47.8655,-15.8016,-47.86485,,,,,2024,2024,,SSH-**13,,
TAXIGOV_DF_3,1363365,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,3.19,3.235,12.38,2024-07-12 15:07:49.127,2024-07-12 15:07:57.570,2024-07-12 15:08:06.993,2024-07-12 15:16:38.140,2024-07-12 15:22:14.973,,"ICMBIO,",SUDOESTE,BRASILIA,DF,"SIG AGU, - PA 31","SIG AGU, - PA 31",-15.80302,-47.92627,-15.79123,-47.91234,-15.7922,-47.91243,,,,,2021,2022,,REQ-**58,,
TAXIGOV_DF_ENTIDADES,1363352,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,36.14,29.674,133.72,2024-07-12 14:59:56.747,2024-07-12 15:00:06.797,2024-07-12 15:03:30.040,2024-07-12 15:04:52.783,2024-07-12 15:46:17.290,,HOSPITAL REGIONAL DE CEILANDIA,CEILANDIA SUL CEILANDIA,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","VIA L. DOIS NORTE, QD N605 BL H, ASA NORTE, BRASILIA - DF, BRASIL",-15.81533,-48.09638,-15.77171,-47.87302,-15.76929,-47.87517,,,,COBALT,2018,2019,BRANCO,PBS-**80,,
TAXIGOV_DF_3,1363349,Ministério da Saúde,304,DIRETA,DECIT,,CONCLUÍDA,Reunião,,4.22,4.127,16.37,2024-07-12 14:58:36.917,2024-07-12 14:59:15.230,2024-07-12 15:00:49.997,2024-07-12 15:01:23.297,2024-07-12 15:11:51.713,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Edificio PO 700, Asa Norte, Brasilia, DF","Edificio PO 700, Asa Norte, Brasilia, DF",-15.80024,-47.86838,-15.78364,-47.89034,-15.78413,-47.89048,,,,,2018,2018,,PBJ-**77,,
TAXIGOV_DF_ENTIDADES,1363348,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,GABIN/FNDE,,CONCLUÍDA,Reunião,,8.84,8.442,32.71,2024-07-12 14:57:58.587,2024-07-12 14:59:33.480,2024-07-12 15:09:54.567,2024-07-12 15:13:04.377,2024-07-12 15:26:21.960,,ROYAL TULIP BRASILIA ALVORADA,ASA NORTE,BRASILIA,DF,"Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal","Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal",-15.78685,-47.829,-15.80089,-47.88341,-15.80137,-47.88356,,,,COROLLA,2024,2024,PRATA,SSH-**27,,
TAXIGOV_DF_3,1363342,Ministério da Justiça e Segurança Pública,235881,DIRETA,SE/MJSP,,CONCLUÍDA,Reunião,,2.42,1.655,9.39,2024-07-12 14:55:16.123,2024-07-12 14:55:23.973,2024-07-12 14:59:54.127,2024-07-12 15:00:24.027,2024-07-12 15:08:30.090,,ANEXO II - MINISTERIO DA JUSTICA,,BRASILIA,DF,"Supremo Tribunal Federal, Praca dos Tres Poderes, Brasilia, DF","VIA S. DOIS OESTE, ASA SUL, BRASILIA - DF, BRASIL",-15.796570000000001,-47.866,-15.80217,-47.86185,-15.80338,-47.86199,,,,,2022,23,,SGQ-**57,,
TAXIGOV_DF_3,1363340,Ministério das Relações Exteriores,263,DIRETA,ABC/SPECE/MRE,,CONCLUÍDA,Reunião,,2.97,3.014,11.52,2024-07-12 14:53:57.320,2024-07-12 14:55:02.487,2024-07-12 14:58:15.540,2024-07-12 14:58:45.287,2024-07-12 15:04:52.183,,SAFS QD. 2 LT. 2 BL. B,BRASILIA,BRASILIA,DF,"Confederacao Nacional da Industria - CNI, Asa Norte, Brasilia, DF","Confederacao Nacional da Industria - CNI, Asa Norte, Brasilia, DF",-15.80408,-47.86801,-15.7907,-47.88014,-15.79055,-47.88027,,,,,2023,2023,,SGR-**14,,
TAXIGOV_DF_3,1363337,Ministério da Saúde,304,DIRETA,CGSPD/DAET/SAES/MS,,CONCLUÍDA,Reunião,,4.29,4.117,16.65,2024-07-12 14:53:27.550,2024-07-12 14:53:39.070,2024-07-12 14:54:41.757,2024-07-12 14:56:20.137,2024-07-12 15:03:51.430,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, Asa Norte, Brasilia, Distrito Federal","PO700 - Ministerio da Saude, Asa Norte, Brasilia, Distrito Federal",-15.80024,-47.86838,-15.78406,-47.89043,-15.78404,-47.89047,,,,,2023,2024,,SSG-**11,,
TAXIGOV_DF_ENTIDADES,1363334,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,22.82,21.934,84.43,2024-07-12 14:52:32.020,2024-07-12 14:52:44.800,2024-07-12 14:52:51.310,2024-07-12 14:55:12.447,2024-07-12 15:21:01.800,,"UBS 1 DO PARANOA, Q 21 CONJUNTO M, 15",ASA SUL,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.76921,-47.77993,-15.77171,-47.87302,-15.77176,-47.87302,,,,VIRTUS ,2023,2023,PRATA,SGU-**46,,
TAXIGOV_DF_3,1363327,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,10.55,10.405,40.93,2024-07-12 14:48:04.740,2024-07-12 14:48:11.010,2024-07-12 14:48:20.367,2024-07-12 14:48:31.457,2024-07-12 15:04:58.280,,"STJ GOLF 3,",SAFS,BRASILIA,DF,"ICMBIO, - SUDOESTE","ICMBIO, - SUDOESTE",-15.80673,-47.86683,-15.80302,-47.92627,-15.80326,-47.92638,,,,,2021,2022,,REQ-**58,,
TAXIGOV_DF_3,1363325,Ministério da Saúde,304,DIRETA,DGAP,,CONCLUÍDA,Reunião,,4.05,4.227,15.71,2024-07-12 14:46:56.210,2024-07-12 14:47:47.560,2024-07-12 14:52:47.630,2024-07-12 14:53:39.107,2024-07-12 15:02:20.867,,"PO700 - MINISTERIO DA SAUDE, SRTVN, 701",ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, Distrito Federal","Ministerio da Saude - Bloco G, Brasilia, Distrito Federal",-15.78407,-47.89045,-15.80024,-47.86838,-15.80035,-47.86821,,,,,2022,2023,,SGN-**94,,
TAXIGOV_DF_ENTIDADES,1363323,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,17.04,13.151,63.73,2024-07-12 14:45:45.513,2024-07-12 14:45:53.203,2024-07-12 14:46:10.963,2024-07-12 15:03:56.063,2024-07-12 16:05:22.150,,"SIA, DAMASCO MATERIAL ELÉTRICO",SIA,BRASILIA,DF,"BANCO CENTRAL, - PA 3","CLS 201, QD 3 BL A, ASA SUL, BRASILIA - DF, 70232-550, BRASIL",-15.7897,-47.96733,-15.80147,-47.88527,-15.80345,-47.88511,,,,CRONOS,2022,2022,PRATA,REU-**98,,
TAXIGOV_DF_ENTIDADES,1363312,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DIPOI/FNDE,,CONCLUÍDA,Reunião,,8.89,10.157,32.89,2024-07-12 14:42:10.607,2024-07-12 14:42:18.253,2024-07-12 14:48:34.353,2024-07-12 14:51:39.357,2024-07-12 15:08:26.250,,"SAAN QUADRA 1,",ASA SUL,BRASILIA,DF,"Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal","Fundo Nacional de Desenvolvimento da Educacao, Sbs, 12, Asa Sul, Brasilia, Distrito Federal",-15.76257,-47.93756,-15.80089,-47.88341,-15.80135,-47.88347,,,,VIRTUS,2024,2025,PRETA,SSK-**22,,
TAXIGOV_DF_3,1363308,Ministério da Justiça e Segurança Pública,235881,DIRETA,DRCI/SNJ/MJSP,,CONCLUÍDA,Reunião,,2.04,1.317,7.92,2024-07-12 14:40:17.940,2024-07-12 14:40:36.260,2024-07-12 14:42:27.620,2024-07-12 14:43:15.853,2024-07-12 14:48:42.250,,MINISTERIO DA JUSTICA E CIDADANIA - ANEXO II,,BRASILIA,DF,"Supremo Tribunal Federal, Praca dos Tres Poderes, Brasilia, DF","Supremo Tribunal Federal, Praca dos Tres Poderes, Brasilia, DF",-15.796570000000001,-47.866,-15.80217,-47.86185,-15.80179,-47.86263,,,,,,,,PBU-**52,,
TAXIGOV_DF_3,1363307,Presidência da República,26,DIRETA,ITI/CC/PR,,CONCLUÍDA,Reunião,,3.47,3.326,13.46,2024-07-12 14:40:16.360,2024-07-12 14:40:28.810,2024-07-12 14:44:51.700,2024-07-12 14:46:13.267,2024-07-12 14:55:10.797,,INSTITUTO NACIONAL DE TECNOLOGIA DA INFORMACAO,ASA NORTE,BRASILIA,DF,"Anexo III do Palacio do Planalto, Brasilia, Distrito Federal","Anexo III do Palacio do Planalto, Brasilia, Distrito Federal",-15.78794,-47.88458,-15.799,-47.85901,-15.79891,-47.85824,,,,,2022,2023,,SGP-**78,,
TAXIGOV_DF_3,1363305,Ministério da Saúde,304,DIRETA,GAB/SVS,,CONCLUÍDA,Reunião,,4.13,3.382,16.02,2024-07-12 14:39:07.487,2024-07-12 14:39:27.827,2024-07-12 14:48:28.550,2024-07-12 14:49:17.190,2024-07-12 14:58:48.233,,SRTVN 701 BLOCO C,BRASILIA,BRASILIA,DF,"Museu Nacional da Republica, Brasilia, DF","Museu Nacional da Republica, Brasilia, DF",-15.7842,-47.89006,-15.79731,-47.87814,-15.79741,-47.87908,,,,,2021,2022,,RER-**63,,
TAXIGOV_DF_ENTIDADES,1363304,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,DIGEF/FNDE,,CONCLUÍDA,Reunião,,2.89,2.91,10.69,2024-07-12 14:38:26.353,2024-07-12 14:38:34.703,2024-07-12 14:42:30.170,2024-07-12 14:50:25.573,2024-07-12 14:58:39.977,,17,ASA SUL,BRASÍLIA,DF,0 - ASA NORTE - BRASÍLIA / DF,0 - ASA NORTE - BRASÍLIA / DF,-15.80094,-47.8836,-15.79493,-47.87293,-15.79538,-47.87292,,,,SIENA,2019,2020,PRATA,PBQ-**36,,
TAXIGOV_DF_3,1363303,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,2.62,2.702,10.17,2024-07-12 14:38:17.007,2024-07-12 14:39:42.373,2024-07-12 14:40:01.593,2024-07-12 14:40:20.057,2024-07-12 14:47:55.373,,MINISTERIO DA AGRICULTURA E PECUARIA,,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF","Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF",-15.79953,-47.87093,-15.79089,-47.87956,-15.79125,-47.87941,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_3,1363299,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,2.45,2.498,9.51,2024-07-12 14:35:16.253,2024-07-12 14:35:26.320,2024-07-12 14:38:42.333,2024-07-12 14:38:58.297,2024-07-12 14:46:03.477,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Ministerio do Desenvolvimento Agrario e Agricultura Familiar (MDA), Brasilia, DF","EMI BLOCO C, ASA SUL, BRASILIA - DF, BRASIL",-15.79089,-47.87956,-15.79937,-47.87084,-15.79977,-47.87195,,,,,2022,2023,,SGQ-**24,,
TAXIGOV_DF_ENTIDADES,1363291,Fundação Universidade de Brasília,470,INDIRETA,SAA/UNB,,CONCLUÍDA,Reunião,,3.15,2.094,11.59,2024-07-12 14:32:25.057,2024-07-12 14:32:28.960,2024-07-12 14:37:39.670,2024-07-12 14:38:40.767,2024-07-12 14:44:47.250,,"HOSPITAL UNIVERSITARIO DE BRASILIA, 604/605",ASA NORTE,BRASILIA,DF,"UnB, Asa Norte, Brasilia, DF","CAMPUS DARCY RIBEIRO UNB, ASA NORTE, BRASILIA - DF, 70910-900, BRASIL",-15.77091,-47.87361,-15.7567,-47.86973,-15.76517,-47.86912,,,,VOYAGE,2021,2022,BRANCA,RTG-**03,,
TAXIGOV_DF_3,1363287,Ministério da Saúde,304,DIRETA,CGURG/DAHU/SAES/MS,,CONCLUÍDA,Reunião,,4.01,4.219,15.56,2024-07-12 14:31:45.823,2024-07-12 14:31:57.177,2024-07-12 14:35:07.140,2024-07-12 14:36:04.747,2024-07-12 14:42:32.537,,"SRTVN, 701",ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78407,-47.89045,-15.80024,-47.86838,-15.80026,-47.86826,,,,,,,,SGR-**11,,
TAXIGOV_DF_3,1363282,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,2.78,2.688,10.79,2024-07-12 14:29:46.653,2024-07-12 14:29:55.120,2024-07-12 14:31:53.810,2024-07-12 14:33:26.267,2024-07-12 14:43:10.053,,MINISTERIO DA AGRICULTURA E PECUARIA,PA 2,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria (INCRA), SBN Qd. 1 Bl. D, Brasilia, Brasilia, DF","Instituto Nacional de Colonizacao e Reforma Agraria (INCRA), SBN Qd. 1 Bl. D, Brasilia, Brasilia, DF",-15.79953,-47.87093,-15.79096,-47.8794,-15.79112,-47.87938,,,,,,,,REL-**24,,
TAXIGOV_DF_3,1363274,Ministério da Justiça e Segurança Pública,235881,DIRETA,SAA/SE/MJSP,,CONCLUÍDA,Serviço externo / técnico,,12.39,11.924,48.07,2024-07-12 14:25:39.257,2024-07-12 14:27:48.867,2024-07-12 14:37:20.850,2024-07-12 14:37:52.487,2024-07-12 14:56:44.110,,CICCN - CENTRO INTEGRADO DE COMANDO E CONTROLE NACIONAL,SETOR POLICIAL SUL,BRASILIA,DF,"Palacio da Justica - Ministerio da Justica e Seguranca Publica, Brasilia, Distrito Federal","Palacio da Justica - Ministerio da Justica e Seguranca Publica, Brasilia, Distrito Federal",-15.81449,-47.94658,-15.79669,-47.86591,-15.79679,-47.86587,,,,,2024,2024,,SSH-**27,,
TAXIGOV_DF_ENTIDADES,1363267,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,15.04,13.79,56.25,2024-07-12 14:22:44.163,2024-07-12 14:22:51.903,2024-07-12 14:24:01.937,2024-07-12 14:25:47.317,2024-07-12 14:43:41.993,,BANCO CENTRAL DO BRASIL - BCB,ASA SUL,BRASÍLIA,DF,DAMASCO MATERIAL ELÉTRICO HIDRÁULICO E METAIS - SIA SUL - BRASÍLIA / DF,"SETOR SIA TRECHO 17 RUA 17, 1380, SIA, GUARA - DF, 71200-249, BRASIL",-15.80332,-47.8851,-15.79659,-47.96601,-15.79879,-47.9704,,,,CRONOS,2022,2022,PRATA,REU-**98,,
TAXIGOV_DF_3,1363261,Ministério da Saúde,304,DIRETA,DECIT,,CONCLUÍDA,Reunião,,4.17,4.214,16.18,2024-07-12 14:15:52.837,2024-07-12 14:16:38.003,2024-07-12 14:33:40.437,2024-07-12 14:34:41.810,2024-07-12 14:42:24.803,,"SRTVN, 701",ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78407,-47.89045,-15.80024,-47.86838,-15.80024,-47.86818,,,,,2023,2024,,SSG-**11,,
TAXIGOV_DF_3,1363255,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,DEPROT / SETEQ / MDA,,CONCLUÍDA,Reunião,,2.24,2.398,8.69,2024-07-12 14:13:04.123,2024-07-12 14:13:14.833,2024-07-12 14:17:12.060,2024-07-12 14:20:29.180,2024-07-12 14:27:05.400,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Ministerio da Economia - Bloco C, Esplanada dos Ministerios, Zona Civico-Administrativa, Brasilia, DF","Ministerio da Economia - Bloco C, Esplanada dos Ministerios, Zona Civico-Administrativa, Brasilia, DF",-15.79089,-47.87956,-15.79906,-47.87167,-15.79927,-47.87147,,,,,2021,2022,,RES-**04,,
TAXIGOV_DF_3,1363254,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,SETEQ / MDA,,CONCLUÍDA,Reunião,,3.13,3.1,12.14,2024-07-12 14:11:46.937,2024-07-12 14:11:54.407,2024-07-12 14:12:02.670,2024-07-12 14:12:16.247,2024-07-12 14:18:38.610,,"MINISTERIO DA AGRICULTURA/ABASTECIMENTO BL D,",PA 1,BRASILIA,DF,"SBN INCRA, - ASA NORTE","SBN INCRA, - ASA NORTE",-15.79948,-47.87096,-15.79085,-47.87956,-15.79116,-47.87968,,,,,2019,2019,,PBP-**59,,
TAXIGOV_DF_3,1363250,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,7.72,7.428,29.95,2024-07-12 14:10:22.800,2024-07-12 14:12:14.570,2024-07-12 14:20:43.240,2024-07-12 14:21:02.547,2024-07-12 14:34:32.430,,ADVOCACIA-GERAL DA UNIAO - SEDE III,ZONA INDUSTRIAL,BRASILIA,DF,"STJ - Portaria Adm (golf 3), Brasilia, DF","STJ - Portaria Adm (golf 3), Brasilia, DF",-15.79215,-47.9124,-15.80699,-47.8668,-15.80692,-47.86677,,,,,2021,2022,,REQ-**58,,
TAXIGOV_DF_3,1363248,Ministério da Justiça e Segurança Pública,235881,DIRETA,GM/MJSP,,CANCELADA,Reunião,,,,7.76,2024-07-12 14:09:56.323,2024-07-12 14:11:46.017,2024-07-12 14:21:43.720,2024-07-12 14:21:46.017,2024-07-12 14:33:03.347,2024-07-12 14:33:03.350,"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA (MJ), ESPLANADA DOS MINISTERIOS, BL. T",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Ministerio da Igualdade Racial, Brasilia, Distrito Federal",,-15.79711,-47.86591,-15.79941,-47.87172,,,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_3,1363242,Ministério do Meio Ambiente,1927,DIRETA,CGTI/SPOA/MMA,,CONCLUÍDA,Reunião,,11.0,11.244,42.68,2024-07-12 14:06:46.497,2024-07-12 14:08:00.157,2024-07-12 14:10:06.190,2024-07-12 14:11:05.233,2024-07-12 14:25:59.127,,"ESPLANADA DOS MINISTERIOS, BL. B",ASA SUL,BRASILIA,DF,"Feira dos Importados, Brasilia, DF","SIA, QDAE, SIA, GUARA - DF, BRASIL",-15.7989,-47.87262,-15.79672,-47.95084,-15.7967,-47.94928,,,,,2021,2021,,REK-**22,,
TAXIGOV_DF_3,1363241,Ministério da Saúde,304,DIRETA,GAB/SECTICS,,CONCLUÍDA,Reunião,,4.23,,16.41,2024-07-12 14:06:20.103,2024-07-12 14:06:31.037,2024-07-12 14:07:57.670,2024-07-12 14:09:21.633,2024-07-12 14:18:18.143,,"ESPLANADA DOS MINISTERIOS, BL. G",BRASILIA,BRASILIA,DF,"Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, DF","Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, DF",-15.80055,-47.86855,-15.77097,-47.87113,,,5.0,,,,2022,2023,,SGO-**28,,
TAXIGOV_DF_3,1363236,Ministério de Minas e Energia,2852,DIRETA,SPE/MME,,CONCLUÍDA,Reunião,,10.32,10.075,40.04,2024-07-12 14:04:13.593,2024-07-12 14:04:25.790,2024-07-12 14:07:48.900,2024-07-12 14:09:32.917,2024-07-12 14:22:41.817,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio de Minas e Energia - Bloco U, Brasilia, DF","Ministerio de Minas e Energia - Bloco U, Brasilia, DF",-15.83033,-47.93057,-15.79648,-47.86802,-15.79668,-47.86791,,,,,,,,REU-**33,,
TAXIGOV_DF_3,1363229,Ministério da Educação,244,DIRETA,SESU/MEC,,CONCLUÍDA,Reunião,,3.75,3.909,14.55,2024-07-12 13:59:12.707,2024-07-12 13:59:26.603,2024-07-12 14:05:47.117,2024-07-12 14:06:20.437,2024-07-12 14:12:48.160,,"ESPLANADA DOS MINISTERIOS, BL. L",ASA NORTE,BRASILIA,DF,"MEC Cetremec, Sgas, Asa Sul, Brasilia, DF","MEC Cetremec, Sgas, Asa Sul, Brasilia, DF",-15.79331,-47.87215,-15.81501,-47.88775,-15.8154,-47.88738,,,,,2023,2024,,SGY-**29,,
TAXIGOV_DF_3,1363228,Presidência da República,26,DIRETA,DGES/GSI/PR,,CONCLUÍDA,Transporte de documentos / materiais,,2.26,2.44,8.77,2024-07-12 13:58:50.290,2024-07-12 14:02:12.330,2024-07-12 14:07:57.417,2024-07-12 14:10:15.803,2024-07-12 14:14:09.807,,ESTACIONAMENTO DOS ANEXOS DO PALACIO DO PLANALTO,VILA PLANALTO,BRASILIA,DF,"POUPEX - Escritorio Regional na Esplanada (ESCES), Zona Civico-Administrativa, Brasilia, Distrito Federal","EMI BLOCO F, ASA SUL, BRASILIA - DF, BRASIL",-15.79983,-47.85875,-15.79797,-47.8699,-15.79918,-47.86964,,,,,2021,2022,,RES-**93,,
TAXIGOV_DF_3,1363226,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,SETEQ / MDA,,CONCLUÍDA,Reunião,,1.94,2.492,7.76,2024-07-12 13:57:43.620,2024-07-12 13:57:54.327,2024-07-12 14:01:37.947,2024-07-12 14:04:02.377,2024-07-12 14:09:26.323,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Ministerio da Agricultura e Pecuaria, Brasilia, DF","Ministerio da Agricultura e Pecuaria, Brasilia, DF",-15.79089,-47.87956,-15.79953,-47.87093,-15.79954,-47.8707,,,,,2019,2019,,PBP-**59,,
TAXIGOV_DF_3,1363223,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,2.85,1.926,11.06,2024-07-12 13:56:14.530,2024-07-12 13:56:22.883,2024-07-12 13:57:40.890,2024-07-12 13:58:34.107,2024-07-12 14:07:36.863,,"ESPLANADA DOS MINISTERIOS, BL. D",ASA SUL,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF","VIA N DOIS OESTE, ASA NORTE, BRASILIA - DF, 70070-200, BRASIL",-15.79961,-47.87095,-15.79089,-47.87956,-15.79216,-47.87786,,,,,2022,2023,,SGQ-**24,,
TAXIGOV_DF_3,1363216,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,9.93,9.819,38.53,2024-07-12 13:52:36.940,2024-07-12 13:52:49.330,2024-07-12 14:00:16.697,2024-07-12 14:00:46.597,2024-07-12 14:13:22.020,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.83033,-47.93057,-15.80055,-47.86855,-15.8003,-47.8682,,,,,2023,2023,,SGS-**24,,
