base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info
TAXIGOV_DF_3,1364832,Ministério do Turismo,72084,DIRETA,GM,,CONCLUÍDA,Reunião,,5.5,5.638,21.34,2024-07-15 16:21:27.553,2024-07-15 16:27:43.113,2024-07-15 16:35:33.637,2024-07-15 16:35:36.133,2024-07-15 16:46:56.750,,"MINISTERIO DO TURISMO (MTUR), ESPLANADA DOS MINISTERIOS, BL. U",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, Distrito Federal","Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, Distrito Federal",-15.79631,-47.86798,-15.81569,-47.84475,-15.81526,-47.84532,,,,,2020,2020,,REC-**41,,
TAXIGOV_DF_ENTIDADES,1364830,Superintendência do Desenvolvimento do Centro-Oeste,100113,INDIRETA,APOIO/DA/SUDECO,,CONCLUÍDA,Reunião,,3.32,3.202,12.28,2024-07-15 16:19:42.237,2024-07-15 16:19:50.617,2024-07-15 16:23:52.860,2024-07-15 16:24:07.840,2024-07-15 16:31:39.483,,SUPERINTENDENCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,ASA NORTE,BRASILIA,DF,"Caixa, Asa Sul, Brasilia, DF","Caixa, Asa Sul, Brasilia, DF",-15.79119,-47.87828,-15.80275,-47.88373,-15.80294,-47.88429,,,,COROLLA,2021,2022,PRATA,RES-**79,,
TAXIGOV_DF_3,1364828,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Outros,,12.42,14.665,48.19,2024-07-15 16:17:38.827,2024-07-15 16:18:00.153,2024-07-15 16:24:59.940,2024-07-15 16:26:00.783,2024-07-15 16:37:02.730,,RESIDENCIA OFICIAL DA GRANJA DO TORTO,ZONA INDUSTRIAL,BRASILIA,DF,"Palacio do Planalto, Pca. dos Tres Poderes, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","VIA N. DOIS LESTE, ASA NORTE, BRASILIA - DF, BRASIL",-15.70542,-47.90573,-15.79941,-47.86088,-15.79693,-47.85817,,,,,2022,2023,,SGO-**68,,
TAXIGOV_DF_3,1364827,Presidência da República,26,DIRETA,SECONSEA/SG/PR,,CONCLUÍDA,Reunião,,3.23,2.917,12.53,2024-07-15 16:16:55.570,2024-07-15 16:19:39.503,2024-07-15 16:24:04.173,2024-07-15 16:29:18.307,2024-07-15 16:36:25.540,,"PALACIO DO PLANALTO - ANEXO I, PRACA DOS TRES PODERES",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Camara dos Deputados Anexo IV, Anexo IV, Brasilia, Distrito Federal","Camara dos Deputados Anexo IV, Anexo IV, Brasilia, Distrito Federal",-15.79951,-47.85951,-15.80264,-47.86511,-15.80198,-47.86488,,,,,2022,2023,,SGQ-**66,,
TAXIGOV_DF_ENTIDADES,1364823,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,CGTER/ICMBIO,,CONCLUÍDA,Reunião,,1.5,1.583,7.1,2024-07-15 16:14:51.560,2024-07-15 16:18:21.810,2024-07-15 16:21:28.117,2024-07-15 16:22:55.167,2024-07-15 16:26:49.143,,CAMARA DOS DEPUTADOS ANEXO IV,ANEXO IV,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, Distrito Federal","Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, Distrito Federal",-15.80264,-47.86511,-15.79859,-47.87243,-15.79882,-47.87223,,,,COROLLA,2018,2019,PRETO,PBE-**50,,
TAXIGOV_DF_3,1364816,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,2.36,2.377,9.16,2024-07-15 16:13:05.370,2024-07-15 16:13:16.833,2024-07-15 16:18:06.193,2024-07-15 16:19:01.177,2024-07-15 16:25:37.383,,SRTVN QUADRA 03,ASA NORTE,BRASILIA,DF,"EBSERH - Empresa Brasileira de Servicos Hospitalares, Asa Sul, Brasilia, DF","EBSERH - Empresa Brasileira de Servicos Hospitalares, Asa Sul, Brasilia, DF",-15.78354,-47.8903,-15.79581,-47.89378,-15.79511,-47.89375,,,,,2023,2024,,SGV-**13,,
TAXIGOV_DF_ENTIDADES,1364815,Agência Nacional de Aviação Civil,86144,INDIRETA,SAF/ANAC,,CONCLUÍDA,Reunião,,12.73,11.752,47.1,2024-07-15 16:12:42.100,2024-07-15 16:12:51.400,2024-07-15 16:13:03.733,2024-07-15 16:13:15.077,2024-07-15 16:36:27.253,,"SIA TRECHO 3, CONSELHO DE MEDICINA VETERINARIA",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"MINISTERIO DA SAUDE BL G, - PA 1","EMI BLOCO D, ASA SUL, BRASILIA - DF, BRASIL",-15.80388,-47.95383,-15.80001,-47.86838,-15.79958,-47.87071,,,,CRONOS,2022,2023,PRATA,SGQ-**74,,
TAXIGOV_DF_3,1364814,Ministério da Saúde,304,DIRETA,CGPCLIN,,CONCLUÍDA,Reunião,,4.7,4.133,18.24,2024-07-15 16:12:18.207,2024-07-15 16:12:27.130,2024-07-15 16:16:14.810,2024-07-15 16:17:21.203,2024-07-15 16:27:57.093,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80024,-47.86838,-15.78407,-47.89045,-15.78419,-47.89046,,,,,,,,OVO-**35,,
TAXIGOV_DF_ENTIDADES,1364805,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Serviço externo / técnico,,12.97,9.991,47.73,2024-07-15 16:09:49.390,2024-07-15 16:09:59.930,2024-07-15 16:13:43.747,2024-07-15 16:14:06.513,2024-07-15 16:29:30.063,,UBS 1 LAGO NORTE,SETOR DE HABITACOES INDIVIDUAIS NORTE,BRASILIA,DF,"Hospital Universitario de Brasilia, Asa Norte, Brasilia, DF","SGAN 604, ASA NORTE, BRASILIA - DF, 70830-150, BRASIL",-15.72564,-47.87388,-15.77091,-47.87361,-15.77194,-47.87301,,,,LOGAN,2019,2020,BRANCA,QWT-**02,,
TAXIGOV_DF_ENTIDADES,1364802,Agência Nacional de Aviação Civil,86144,INDIRETA,SFI/ANAC,,CONCLUÍDA,Reunião,,4.16,3.948,15.39,2024-07-15 16:09:17.587,2024-07-15 16:09:25.777,2024-07-15 16:12:39.947,2024-07-15 16:13:07.047,2024-07-15 16:27:25.220,,"MIN. DA DEFESA, ANX. I, BL. O",ASA NORTE,BRASILIA,DF,"Agencia Nacional de Aviacao Civil, Asa Sul, Brasilia, DF","Agencia Nacional de Aviacao Civil, Asa Sul, Brasilia, DF",-15.79428,-47.87035,-15.79456,-47.89348,-15.79516,-47.89374,,,,SIENA,2018,2019,BRANCA,PBK-**34,,
TAXIGOV_DF_3,1364801,Ministério da Educação,244,DIRETA,AP/GM/MEC,,CONCLUÍDA,Reunião,,2.07,2.594,8.03,2024-07-15 16:07:28.460,2024-07-15 16:08:04.773,2024-07-15 16:11:11.430,2024-07-15 16:11:47.660,2024-07-15 16:16:05.880,,PCA. DOS TRES PODERES,BRASILIA,BRASILIA,DF,"Ministerio da Educacao, Brasilia, DF","Ministerio da Educacao, Brasilia, DF",-15.80113,-47.86541,-15.79501,-47.87305,-15.79503,-47.87287,,,,,2022,2023,,SGO-**30,,
TAXIGOV_DF_3,1364797,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,2.36,2.449,9.16,2024-07-15 16:06:03.227,2024-07-15 16:07:07.200,2024-07-15 16:11:24.090,2024-07-15 16:11:27.967,2024-07-15 16:18:10.950,,BANCA PALACIO DO DESENVOLVIMENTO,ASA NORTE,BRASILIA,DF,"Ministerio da Agricultura e Pecuaria, Brasilia, DF","Ministerio da Agricultura e Pecuaria, Brasilia, DF",-15.79111,-47.87962,-15.79953,-47.87093,-15.79967,-47.87066,,,,,2018,2019,,PBE-**50,,
TAXIGOV_DF_ENTIDADES,1364796,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,23.6,23.727,87.32,2024-07-15 16:05:32.367,2024-07-15 16:05:41.917,2024-07-15 16:05:58.950,2024-07-15 16:10:24.077,2024-07-15 16:37:54.980,,UBS 1 SAO SEBASTIAO,CENTRO SAO SEBASTIAO,BRASILIA,DF,"Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal","Hospital Universitario de Brasilia - Emergencia, Asa Norte, Brasilia, Distrito Federal",-15.90244,-47.77262,-15.77171,-47.87302,-15.77179,-47.87293,,,,KICKS,2023,2023,PRETA,SGT-**78,,
TAXIGOV_DF_3,1364792,Presidência da República,26,DIRETA,SEPPI/CC/PR,,CONCLUÍDA,Reunião,,3.89,3.895,15.09,2024-07-15 16:05:04.490,2024-07-15 16:05:18.840,2024-07-15 16:08:44.377,2024-07-15 16:09:59.857,2024-07-15 16:16:32.693,,PALACIO DO PLANALTO,,BRASILIA,DF,"Centro Empresarial CNC, SAUN Qd. 5, Lt. C, Asa Norte, Brasilia, DF","Centro Empresarial CNC, SAUN Qd. 5, Lt. C, Asa Norte, Brasilia, DF",-15.79905,-47.86077,-15.78649,-47.87531,-15.78573,-47.87528,,,,,2022,2023,,SGO-**28,,
TAXIGOV_DF_3,1364791,Ministério da Saúde,304,DIRETA,DATHI,,CONCLUÍDA,Reunião,,4.88,4.243,18.93,2024-07-15 16:04:57.690,2024-07-15 16:05:07.773,2024-07-15 16:08:58.477,2024-07-15 16:10:07.330,2024-07-15 16:22:54.927,,EMI BLOCO G,ASA SUL,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","SHCGN 702/703 BLOCO C, QD N702, ASA NORTE, BRASILIA - DF, 70720-620, BRASIL",-15.80021,-47.86841,-15.78407,-47.89045,-15.78146,-47.88927,,,,,2021,2021,,RDJ-**50,,
TAXIGOV_DF_ENTIDADES,1364790,Agência Nacional de Aviação Civil,86144,INDIRETA,SAF/ANAC,,CONCLUÍDA,Reunião,,1.33,6.153,7.4,2024-07-15 16:04:52.743,2024-07-15 16:05:00.557,2024-07-15 16:05:11.887,2024-07-15 16:05:16.540,2024-07-15 16:10:41.823,,"SIA ANTINGA BRASIL TELECOM,",PA 21,BRASILIA,DF,SIA CONSELHO DE MEDICINA VETERINARIA,"VIA IA TRES, SIA, GUARA - DF, 71200-030, BRASIL",-15.82515,-47.96012,,,-15.80298,-47.95245,,,,CRONOS,2022,2023,PRATA,SGQ-**74,,
TAXIGOV_DF_ENTIDADES,1364787,Agência Nacional de Aviação Civil,86144,INDIRETA,SAF/ANAC,,CONCLUÍDA,Serviço externo / técnico,,11.65,12.378,43.11,2024-07-15 16:02:23.267,2024-07-15 16:02:30.173,2024-07-15 16:02:38.570,2024-07-15 16:03:21.800,2024-07-15 16:16:54.250,,"AEROPORTO ANAC,",AEROPORTO,BRASILIA,DF,"SCS ANAC, - SCS","SCS ANAC, - SCS",-15.8696,-47.93225,-15.79448,-47.89349,-15.79513,-47.89368,,,,COROLLA,2021,2022,PRETA,REQ-**58,,
TAXIGOV_DF_3,1364783,Ministério da Saúde,304,DIRETA,DEDT,,CONCLUÍDA,Reunião,,4.13,,16.02,2024-07-15 16:00:38.907,2024-07-15 16:01:06.600,2024-07-15 16:11:06.600,2024-07-15 16:11:06.600,2024-07-15 16:25:00.790,,"ESPLANADA DOS MINISTERIOS, BL. G",ASA SUL,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80055,-47.86855,-15.78407,-47.89045,,,5.0,,,,2017,2017,,PAQ-**13,,
TAXIGOV_DF_3,1364782,Presidência da República,26,DIRETA,DG/IN/CC/PR,,CONCLUÍDA,Reunião,,5.76,5.915,22.35,2024-07-15 16:00:26.467,2024-07-15 16:00:33.463,2024-07-15 16:01:04.063,2024-07-15 16:01:22.433,2024-07-15 16:17:37.407,,"CRS 503 BLOCO B,",ASA SUL,BRASILIA,DF,"SIG IMPRENSA NACIONAL, - PA 31","SIG QUADRA 6, SUDOESTE/OCTOGONAL, CRUZEIRO - DF, 70610-460, BRASIL",-15.80287,-47.89529,-15.79845,-47.92963,-15.79303,-47.91418,,,,,2024,2024,,SSH-**37,,
TAXIGOV_DF_3,1364781,Ministério da Saúde,304,DIRETA,GAB/SESAI,,CONCLUÍDA,Reunião,,4.65,4.381,18.04,2024-07-15 15:59:37.427,2024-07-15 15:59:44.850,2024-07-15 16:02:14.443,2024-07-15 16:02:41.260,2024-07-15 16:13:02.230,,EIXO MONUMENTAL,G,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80181,-47.86856,-15.78407,-47.89045,-15.78412,-47.89046,,,,,2022,2022,,SGN-**17,,
TAXIGOV_DF_3,1364777,Ministério da Saúde,304,DIRETA,CGESCO,,CONCLUÍDA,Reunião,,2.95,2.952,11.45,2024-07-15 15:57:51.747,2024-07-15 15:58:00.327,2024-07-15 16:00:50.537,2024-07-15 16:01:46.307,2024-07-15 16:07:20.413,,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, DF","Anexo do Ministerio da Saude, Eixo Monumental, G, Brasilia, DF",-15.7951,-47.89345,-15.80181,-47.86856,-15.80161,-47.86919,,,,,2023,2024,,SGV-**61,,
TAXIGOV_DF_3,1364776,Advocacia-Geral da União,46,DIRETA,EAGU/AGU,,CONCLUÍDA,Reunião,,6.66,6.745,25.84,2024-07-15 15:57:36.853,2024-07-15 15:57:49.153,2024-07-15 16:03:04.127,2024-07-15 16:03:47.217,2024-07-15 16:20:16.847,,BIBLIOTECA DO SENADO FEDERAL,,BRASILIA,DF,"Advocacia-Geral da Uniao - Sede III, Brasilia, DF","Advocacia-Geral da Uniao - Sede III, Brasilia, DF",-15.79775,-47.86342,-15.79215,-47.9124,-15.7922,-47.91244,,,,,2024,2025,,SSK-**24,,
TAXIGOV_DF_3,1364773,Presidência da República,26,DIRETA,SNJ/SG/PR,,CONCLUÍDA,Reunião,,4.57,4.752,17.73,2024-07-15 15:56:21.190,2024-07-15 15:57:13.027,2024-07-15 16:04:42.953,2024-07-15 16:05:16.213,2024-07-15 16:12:16.923,,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES - SEDE,SCES,BRASILIA,DF,"Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal","Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal",-15.80991,-47.84491,-15.79967,-47.85931,-15.79978,-47.85931,,,,,,,,OVO-**35,,
TAXIGOV_DF_3,1364772,Presidência da República,26,DIRETA,SECOI/SECOM/PR,,CONCLUÍDA,Reunião,,7.2,6.822,27.94,2024-07-15 15:55:42.880,2024-07-15 15:57:09.183,2024-07-15 16:06:26.077,2024-07-15 16:07:18.573,2024-07-15 16:16:45.620,,"CENTRO INTERNACIONAL DE CONVENCOES DO BRASIL, SCES TRECHO 2",ASA SUL,BRASILIA,DF,"Planalto Bittar - Hotel e Eventos, Asa Sul, Brasilia, Distrito Federal","Planalto Bittar - Hotel e Eventos, Asa Sul, Brasilia, Distrito Federal",-15.81569,-47.84475,-15.79367,-47.88913,-15.79433,-47.88901,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_ENTIDADES,1364769,Fundação Nacional do Índio,173,INDIRETA,CORI/FUNAI,,CONCLUÍDA,Reunião,,3.62,2.992,12.85,2024-07-15 15:54:46.070,2024-07-15 15:54:59.847,2024-07-15 15:59:49.730,2024-07-15 16:00:03.107,2024-07-15 16:07:47.220,,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA - SEDE,ASA NORTE,BRASILIA,DF,"Fundacao Nacional dos Povos Indigenas - FUNAI, Asa Sul, Brasilia, Distrito Federal","Fundacao Nacional dos Povos Indigenas - FUNAI, Asa Sul, Brasilia, Distrito Federal",-15.79089,-47.87956,-15.79521,-47.89352,-15.79518,-47.8938,,,,YARIS,2022,2023,PRATA,SGR-**08,,
TAXIGOV_DF_ENTIDADES,1364758,Empresa de Tecnologia e Informações da Previdência,303,INDIRETA,APOIO/DATAPREV,,CONCLUÍDA,Transporte de documentos / materiais,,1.91,1.915,7.4,2024-07-15 15:47:50.697,2024-07-15 15:50:51.017,2024-07-15 15:57:46.797,2024-07-15 15:58:12.880,2024-07-15 16:01:27.993,,"SCS QUADRA 06, 317",ASA SUL,BRASÍLIA,DF,7 - ASA SUL - BRASÍLIA / DF,7 - ASA SUL - BRASÍLIA / DF,-15.79605,-47.89053,-15.80041,-47.87811,-15.80026,-47.87815,,,,COROLLA PRETA,2024,2024,,SSK-**66,,
TAXIGOV_DF_ENTIDADES,1364754,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,COGER/FNDE,,CONCLUÍDA,Reunião,,1.78,2.548,7.4,2024-07-15 15:46:19.337,2024-07-15 15:46:30.343,2024-07-15 15:50:36.353,2024-07-15 15:50:51.950,2024-07-15 15:56:29.943,,"SBS, 12",ASA SUL,BRASILIA,DF,"Edificio Capes, Asa Norte, Brasilia, DF","Edificio Capes, Asa Norte, Brasilia, DF",-15.80089,-47.88341,-15.78799,-47.87818,-15.78878,-47.87866,,,,SIENA,2019,2020,BRANCA,PBY-**80,,
TAXIGOV_DF_3,1364749,Ministério da Saúde,304,DIRETA,SPO/SE,,CONCLUÍDA,Reunião,,4.15,4.177,16.1,2024-07-15 15:44:13.460,2024-07-15 15:44:23.967,2024-07-15 15:48:12.347,2024-07-15 15:49:04.127,2024-07-15 15:54:50.067,,EDIFICIO PO 700,ASA NORTE,BRASILIA,DF,"Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.78364,-47.89034,-15.80055,-47.86855,-15.80034,-47.86823,,,,,,,,OVO-**35,,
TAXIGOV_DF_3,1364745,Ministério da Saúde,304,DIRETA,CGSA,,CONCLUÍDA,Outros,,14.7,12.162,57.04,2024-07-15 15:42:36.017,2024-07-15 15:42:44.523,2024-07-15 15:43:17.750,2024-07-15 16:14:10.447,2024-07-15 16:32:05.793,,"SIA EDITORA MINISTÉRIO DA SAÚDE,",SETOR INDUSTRIAL,BRASILIA,DF,"ANEXO MINISTERIO DA SAÚDE, - PA 1","ANEXO MINISTERIO DA SAÚDE, - PA 1",-15.80222,-47.95607,-15.80167,-47.86859,-15.80152,-47.86918,,,,,2018,2019,,PBL-**63,,
TAXIGOV_DF_ENTIDADES,1364743,Agência Nacional de Aviação Civil,86144,INDIRETA,ASTEC/ANAC,,CONCLUÍDA,Transporte de documentos / materiais,,6.99,6.854,25.86,2024-07-15 15:41:57.937,2024-07-15 15:42:05.390,2024-07-15 15:42:17.743,2024-07-15 15:48:09.377,2024-07-15 16:00:45.770,,"SPS POLICIA FEDERAL SUPERINTENDENCIA,",SPS,BRASILIA,DF,"SCS ANAC, - SCS","SCS ANAC, - SCS",-15.82828,-47.93251,-15.79448,-47.89349,-15.79502,-47.89374,,,,CITY,2022,2022,PRATA,REU-**12,,
TAXIGOV_DF_3,1364742,Ministério do Turismo,72084,DIRETA,CAMP/SPOA/SE,,CONCLUÍDA,Reunião,,11.69,11.615,45.36,2024-07-15 15:41:29.847,2024-07-15 15:41:42.837,2024-07-15 15:46:29.393,2024-07-15 15:47:18.737,2024-07-15 16:06:53.217,,CONCESSIONARIA FORD SLAVIERO SIA,ZONA INDUSTRIAL GUARA,BRASILIA,DF,"Ministerio do Turismo, n bl U, Brasilia, DF","Ministerio do Turismo, n bl U, Brasilia, DF",-15.80773,-47.95312,-15.79689,-47.86823,-15.79732,-47.86833,,,,,2018,2019,,PBL-**03,,
TAXIGOV_DF_ENTIDADES,1364730,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,GABIN/FNDE,,CONCLUÍDA,Reunião,,6.26,7.445,23.16,2024-07-15 15:39:38.047,2024-07-15 15:39:47.700,2024-07-15 15:43:05.647,2024-07-15 15:44:39.987,2024-07-15 15:52:58.080,,"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO, SBS, 12",ASA SUL,BRASILIA,DF,"Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, Distrito Federal","Centro Internacional de Convencoes do Brasil, SCES Trecho 2, Asa Sul, Brasilia, Distrito Federal",-15.80089,-47.88341,-15.81569,-47.84475,-15.8156,-47.84498,,,,VIRTUS,2019,2019,PRETA,PBP-**59,,
TAXIGOV_DF_3,1364729,Ministério da Saúde,304,DIRETA,GAB/SESAI,,CONCLUÍDA,Reunião,,4.06,4.397,15.75,2024-07-15 15:39:27.933,2024-07-15 15:39:36.547,2024-07-15 15:43:22.300,2024-07-15 15:43:29.127,2024-07-15 15:52:17.920,,"ANEXO DO MINISTERIO DA SAUDE, EIXO MONUMENTAL",G,BRASILIA,DF,"PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF","PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF",-15.80181,-47.86856,-15.78354,-47.8903,-15.78426,-47.89045,,,,,2023,2024,,SGV-**61,,
TAXIGOV_DF_3,1364724,Ministério da Saúde,304,DIRETA,CGESCO,,CONCLUÍDA,Reunião,,3.28,3.483,12.73,2024-07-15 15:36:42.233,2024-07-15 15:36:52.710,2024-07-15 15:42:54.183,2024-07-15 15:43:00.177,2024-07-15 15:50:40.833,,ESPLANADA DOS MINISTERIOS,BRASILIA,BRASILIA,DF,"Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF","Edificio Parque Cidade Corporate, Asa Sul, Brasilia, DF",-15.802,-47.86917,-15.7951,-47.89345,-15.79519,-47.8938,,,,,2024,2024,,SSK-**66,,
TAXIGOV_DF_3,1364718,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,SAF / MDA,,CONCLUÍDA,Reunião,,2.56,3.04,9.93,2024-07-15 15:35:51.523,2024-07-15 15:36:32.397,2024-07-15 15:39:04.193,2024-07-15 15:39:05.133,2024-07-15 15:45:34.043,,"MINISTERIO DA ECONOMIA - BLOCO C, ESPLANADA DOS MINISTERIOS",ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, Distrito Federal","Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, Distrito Federal",-15.79906,-47.87167,-15.79089,-47.87956,-15.79117,-47.87959,,,,,2020,2020,,REC-**41,,
TAXIGOV_DF_ENTIDADES,1364717,Fundação Nacional do Índio,173,INDIRETA,PFE/FUNAI,,CONCLUÍDA,Reunião,,2.65,2.862,9.41,2024-07-15 15:35:37.443,2024-07-15 15:35:55.357,2024-07-15 15:40:37.600,2024-07-15 15:40:43.700,2024-07-15 15:45:56.640,,FUNDACAO NACIONAL DOS POVOS INDIGENAS - FUNAI,ASA SUL,BRASILIA,DF,"Ministerio dos Povos Indigenas, Brasilia, DF","Ministerio dos Povos Indigenas, Brasilia, DF",-15.79521,-47.89352,-15.79917,-47.87167,-15.79927,-47.87152,,,,SIENA,2021,2021,BRANCA,REK-**22,,
TAXIGOV_DF_ENTIDADES,1364716,Agência Nacional de Aviação Civil,86144,INDIRETA,SAF/ANAC,,CONCLUÍDA,Reunião,,16.45,18.833,60.87,2024-07-15 15:35:28.243,2024-07-15 15:35:36.243,2024-07-15 15:35:47.580,2024-07-15 15:36:48.350,2024-07-15 16:01:36.513,,"IBAMA,",PA 11,BRASILIA,DF,"SIA TRECHO 05 ANVISA, - SIA","SIA TRECHO 5, SIA, GUARA - DF, 71205-050, BRASIL",-15.76756,-47.86197,-15.78963,-47.9673,-15.799,-47.95308,,,,CRONOS,2022,2023,PRATA,SGQ-**74,,
TAXIGOV_DF_3,1364715,Presidência da República,26,DIRETA,DG/IN/CC/PR,,CONCLUÍDA,Reunião,,6.24,5.61,24.21,2024-07-15 15:35:09.547,2024-07-15 15:35:17.283,2024-07-15 15:44:27.533,2024-07-15 15:44:32.840,2024-07-15 15:57:50.270,,ESTRADA PARQUE INDUSTRIAS GRAFICAS,ZONA INDUSTRIAL,BRASILIA,DF,"ENGEMIL ENGENHARIA NOVA SEDE, Via W2 Sul, Asa Sul, Brasilia, DF","ENGEMIL ENGENHARIA NOVA SEDE, Via W2 Sul, Asa Sul, Brasilia, DF",-15.79243,-47.9136,-15.80287,-47.89511,-15.80314,-47.89515,,,,,2024,2024,,SSH-**37,,
TAXIGOV_DF_ENTIDADES,1364714,Conselho Administrativo de Defesa Econômica,322,INDIRETA,CGP/CADE,,CONCLUÍDA,Reunião,,8.82,8.937,32.63,2024-07-15 15:34:17.387,2024-07-15 15:34:32.090,2024-07-15 15:35:10.417,2024-07-15 15:43:21.377,2024-07-15 16:00:13.680,,"PALACIO DA JUSTIÇA,",PA 1,BRASILIA,DF,"515 NORTE CADE, - ASA NORTE","515 NORTE CADE, - ASA NORTE",-15.79735,-47.86613,-15.74194,-47.89732,-15.74243,-47.89714,,,,VIRTUS,2024,2024,BRANCA,SSH-**20,,
TAXIGOV_DF_ENTIDADES,1364713,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,249,INDIRETA,GAB/INEP,,CONCLUÍDA,Reunião,,5.68,5.637,20.96,2024-07-15 15:33:26.243,2024-07-15 15:33:55.113,2024-07-15 15:40:54.153,2024-07-15 15:41:43.307,2024-07-15 15:52:59.453,,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS,ZONA INDUSTRIAL,BRASILIA,DF,"Ministerio da Educacao, Brasilia, DF","Ministerio da Educacao, Brasilia, DF",-15.788,-47.91424,-15.79501,-47.87305,-15.7954,-47.87295,,,,SIENA,2018,2019,PRATA,PBK-**99,,
TAXIGOV_DF_3,1364710,Ministério da Saúde,304,DIRETA,DEDT,,CONCLUÍDA,Reunião,,4.18,4.167,16.22,2024-07-15 15:32:16.223,2024-07-15 15:32:32.670,2024-07-15 15:40:02.420,2024-07-15 15:40:50.580,2024-07-15 15:49:58.663,,SRTVN QUADRA 03,ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78354,-47.8903,-15.80024,-47.86838,-15.80033,-47.86831,,,,,2024,2025,,SSK-**24,,
